,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
83,NA,Yes,NA,NA,NA,NA,Poke; Sushi Bars; ,NA,No,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,NA,No,NA,Yes,No,NA,NA,Free,$11-30,Hula Poke,Morningside Heights,4,35,10025,1028 Amsterdam Ave
84,NA,Yes,Full Bar,"Casual, Intimate, Romantic, Classy",Casual,Yes,Italian; Pizza; Salad; ,Yes,Yes,NA,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Quiet,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Isola on Columbus,Manhattan Valley,4,135,10025,994 Columbus Ave
85,NA,Yes,Beer & Wine Only,NA,Casual,NA,Latin American; Asian Fusion; Tacos; ,NA,Yes,NA,NA,"Brunch, Lunch",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,Free,Under $10,Harlem Taco & Bowl Company,Harlem,4,69,10027,2288 Frederick Douglass Blvd
86,NA,Yes,Full Bar,Casual,Casual,Yes,French; Salad; Breakfast & Brunch; ,No,Yes,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Le Monde,Morningside Heights,3,421,10025,2885 Broadway
87,NA,Yes,No,NA,NA,No,Delis; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Olive Tree Deli,Morningside Heights,4,33,10027,3060 Broadway
88,NA,Yes,Full Bar,Casual,Casual,No,Italian; Desserts; Wine Bars; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,Loud,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Carmine‰Ûªs Italian Restaurant - Upper West Side,Upper West Side,4,1155,10024,2450 Broadway
89,NA,Yes,Beer & Wine Only,"Casual, Trendy, Intimate",Casual,Yes,American (New); Southern; Comfort Food; ,No,No,NA,Yes,"Brunch, Dinner, Dessert",No,No,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,No,Yes,Yes,Yes,Free,$31-60,Belle Harlem,Harlem,5,97,10030,2363 Adam Clayton Powell Blvd
90,NA,Yes,Full Bar,"Casual, Intimate, Romantic, Classy",Casual,Yes,Italian; Pizza; Salad; ,Yes,Yes,NA,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Quiet,Yes,Street,Yes,Yes,NA,NA,Free,$11-30,Isola on Columbus,Manhattan Valley,4,135,10025,994 Columbus Ave
91,NA,Yes,No,Casual,Casual,Yes,Mexican; Breakfast & Brunch; ,No,Yes,NA,NA,Breakfast,No,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,No,NA,Yes,No,No,NA,No,Under $10,Panchos,Manhattan Valley,4.5,56,10025,964 Amsterdam Ave
92,NA,Yes,Full Bar,Casual,Casual,Yes,French; Salad; Breakfast & Brunch; ,No,Yes,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Le Monde,Morningside Heights,3,421,10025,2885 Broadway
93,NA,Yes,Full Bar,Casual,Casual,Yes,Italian; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,Babbalucci,Harlem,4,315,10027,331 Lenox Ave
94,No,Yes,Full Bar,NA,Casual,Yes,Mediterranean; Seafood; Tapas Bars; ,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,A,Yes,Yes,Average,Yes,"Garage, Street",Yes,Yes,Yes,Yes,Free,$11-30,Savann Mediterranean  Cuisine Restaurant,Harlem,4,174,10027,2280 Frederick Douglass Blvd
95,No,Yes,Full Bar,Casual,Casual,Yes,Bars; Burgers; American (Traditional); ,Yes,Yes,NA,Yes,"Dinner, Late Night",Yes,No,NA,NA,NA,NA,Yes,B,NA,Yes,Average,Yes,Street,Yes,No,NA,NA,Free,$11-30,The Heights Bar & Grill,Morningside Heights,3,315,10025,2867 Broadway
96,NA,Yes,NA,NA,NA,NA,Burgers; Beer Bar; ,NA,No,NA,NA,NA,No,No,Yes,NA,NA,NA,Yes,A,NA,Yes,NA,NA,NA,Yes,No,NA,NA,Free,NA,Dive 106,Manhattan Valley,4.5,22,10025,938 Amsterdam Ave
97,NA,Yes,NA,NA,NA,NA,Chicken Shop; Spanish; Tapas Bars; ,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No,NA,NA,NA,$11-30,Infamous Chicken,Manhattan Valley,4,36,10025,1012 Amsterdam Ave
98,No,Yes,No,Casual,Casual,No,Korean; Barbeque; Seafood; ,No,No,No,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,NA,NA,Yes,Average,Yes,Private Lot,Yes,No,Yes,Yes,No,$11-30,SGD Dubu So Gong Dong Tofu & BBQ,NA,4,122,7020,725 River RdUnit 45
99,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Pizza; Italian; ,Yes,Yes,NA,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Sottocasa Pizzeria - Harlem,Harlem,4.5,195,10027,227 Lenox Ave
100,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese; Sushi Bars; ,Yes,Yes,NA,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Sun-Chan Japanese Restaurant,Manhattan Valley,3.5,194,10025,2707 Broadway
101,NA,Yes,Full Bar,Casual,Casual,Yes,Latin American; Peruvian; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Pio Pio 6,Upper West Side,3.5,691,10025,702 Amsterdam Ave
102,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Greek; Mediterranean; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,Yes,"Garage, Street",Yes,Yes,NA,NA,Free,$11-30,Greek Taverna,NA,3.5,208,7020,55 The Promenade
103,No,Yes,Full Bar,Casual,NA,Yes,Seafood; Breakfast & Brunch; Sandwiches; ,No,No,NA,Yes,Dinner,Yes,Yes,Yes,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,No,Yes,NA,NA,No,$11-30,The Mermaid Inn,Upper West Side,4,971,10024,570 Amsterdam Ave
104,NA,NA,No,NA,NA,NA,Food Trucks; Mexican; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Under $10,Antojitos Mexicano El Taco Taco,Manhattan Valley,4.5,6,10025,2831 Broadway
105,NA,Yes,Beer & Wine Only,Casual,NA,Yes,Grocery; Delis; ,Yes,Yes,NA,NA,Lunch,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,Street,Yes,No,No,NA,No,$11-30,Milano Market,Morningside Heights,3.5,200,10025,2892 Broadway
106,NA,Yes,No,NA,Casual,Yes,Cafes; Coffee & Tea; ,No,No,NA,NA,NA,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,Free,Under $10,Nous Espresso Grad School Cafe,Morningside Heights,4,14,10025,1150 Amsterdam Ave301 Philosophy Hall
107,NA,Yes,No,NA,Casual,No,Seafood; ,No,No,NA,NA,"Lunch, Dinner",No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,No,NA,No,$11-30,El Puerto Seafood,Harlem,4,71,10027,511 W 125th St
108,No,Yes,No,Casual,Casual,No,Japanese Curry; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Go! Go! Curry!,Harlem,3.5,53,10027,567 W 125th St
109,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Desserts; Breakfast & Brunch; Comfort Food; ,No,Yes,NA,Yes,"Breakfast, Brunch",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Kitchenette Uptown,Morningside Heights,3.5,695,10027,1272 Amsterdam Ave
110,NA,Yes,No,"Casual, Intimate",Casual,No,Indian; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Namaste India,NA,4,235,7020,880 River Rd
111,NA,Yes,Beer & Wine Only,NA,Casual,NA,Latin American; Asian Fusion; Tacos; ,NA,Yes,NA,NA,"Brunch, Lunch",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,Free,Under $10,Harlem Taco & Bowl Company,Harlem,4,69,10027,2288 Frederick Douglass Blvd
112,NA,NA,NA,NA,NA,NA,Szechuan; ,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Grain House,Manhattan Valley,4,35,10025,929 Amsterdam Ave
113,NA,Yes,No,Casual,Casual,Yes,African; ,NA,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,NA,Yes,Yes,Yes,Yes,No,$11-30,La Savane,Harlem,4.5,62,10026,239 W 116th St
114,NA,Yes,Full Bar,Casual,Casual,Yes,Southern; Soul Food; Seafood; ,Yes,No,No,NA,"Brunch, Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,NA,No,$11-30,Sylvia‰Ûªs Restaurant,Harlem,3.5,1569,10027,328 Malcolm X Blvd
115,NA,NA,NA,NA,NA,NA,Food Trucks; Korean; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manna Korean Food,Morningside Heights,5,1,10027,2895 Broadway
116,NA,Yes,Full Bar,Intimate,Casual,No,Tapas Bars; Spanish; Wine Bars; ,Yes,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Loud,Yes,Street,Yes,NA,NA,NA,No,$31-60,Buceo 95,Upper West Side,4,397,10025,201 W 95th St
117,NA,NA,No,NA,NA,NA,Food Trucks; Mexican; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Under $10,Antojitos Mexicano El Taco Taco,Manhattan Valley,4.5,6,10025,2831 Broadway
