,restaurant_name,retaurant_address,restaurant_zipcode,restaurant_reviewcount,restaurant_rating,restaurant_neighobrhood,Hygiene_score,price_range,Liked by Vegetarians,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Bitcoin,Parking,Bike Parking,Wheelchair Accessible,Good for Kids,Good for Groups,Attire,Noise Level,Alcohol,Happy Hour,Outdoor Seating,Wi-Fi,Has TV,Dogs Allowed,Waiter Service,Caters,Category,Has Soy-free Options,Has Dairy-free Options,Liked by Vegans,Has Gluten-free Options,Good For,Ambience,Gender Neutral Restrooms
160,Bareburger,535 Laguardia Pl,10012,665,4.0,Greenwich Village,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,Yes,Free,Yes,NA,NA,Yes,Burgers; Salad; American (Traditional); ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
161,Cinar Turkish Restaurant,677 Palisade Ave,07010,259,4.5,NA,NA,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,No,NA,Yes,No,No,NA,Yes,Yes,Turkish; Middle Eastern; Halal; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
162,Dayi’nin Yeri,333 Palisade Ave,07010,214,4.5,NA,NA,$11-30,NA,Yes,Yes,Yes,Yes,NA,Street,No,NA,Yes,Yes,Casual,Average,No,NA,No,No,No,NA,NA,Yes,Turkish; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,Yes
163,Marmaris Cafe,820 River Rd,07020,288,4.0,NA,NA,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Private Lot,Yes,NA,Yes,Yes,Casual,Average,No,No,Yes,Free,Yes,NA,NA,Yes,Turkish; Mediterranean; Breakfast & Brunch; ,NA,NA,Yes,NA,"Brunch, Lunch, Dinner",Casual,NA
164,Grab & Go Food,2096 5th Ave,10035,1,5.0,Harlem,A,NA,NA,NA,Yes,Yes,Yes,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,Yes,Free,No,NA,Yes,No,Salad; Soup; Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
165,BLVD Bistro,239 Lenox Ave,10027,627,4.0,Harlem,A,$11-30,NA,Yes,No,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,Yes,No,No,NA,NA,No,American (Traditional); Soul Food; Breakfast & Brunch; ,NA,NA,NA,NA,"Brunch, Dinner",Casual,Yes
166,Accra Restaurant,2065 Adam Clayton Powell Jr Blvd,10027,90,4.0,Harlem,NA,$11-30,NA,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Quiet,No,NA,No,No,Yes,NA,Yes,Yes,African; Soul Food; ,NA,NA,NA,NA,Lunch,Casual,NA
167,Johnny Kaks International,2455 Adam Clayton Powell Blvd,10030,13,4.5,Harlem,A,Under $10,NA,No,No,Yes,Yes,NA,NA,NA,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Caribbean; Southern; Soul Food; ,NA,NA,NA,NA,NA,NA,NA
168,Jacob Restaurant,373 Lenox Ave,10027,297,4.0,Harlem,A,$11-30,Yes,Yes,No,Yes,Yes,No,Street,Yes,NA,Yes,Yes,Casual,Average,No,NA,Yes,Free,Yes,NA,NA,Yes,Soul Food; Buffets; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,NA
169,La Savane,239 W 116th St,10026,62,4.5,Harlem,A,$11-30,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Casual,Average,No,NA,No,No,Yes,NA,Yes,NA,African; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,NA
170,Trufa Restaurant,3431 Broadway,10031,270,4.0,Harlem,A,$11-30,NA,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,No,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,NA,No,American (New); ,NA,NA,NA,NA,"Brunch, Lunch, Dinner",Casual,Yes
171,Jacob Restaurant,2695 Frederick Douglass Blvd,10030,80,4.0,Harlem,A,$11-30,Yes,Yes,No,Yes,Yes,No,Street,Yes,NA,Yes,Yes,Casual,Average,No,NA,No,Free,Yes,NA,NA,Yes,Buffets; Soul Food; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,Yes
172,Melba’s,300 W 114th St,10026,872,4.0,Harlem,C,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,Full Bar,Yes,No,Free,No,No,Yes,Yes,Southern; American (Traditional); Soul Food; ,NA,NA,NA,NA,"Brunch, Dinner",NA,Yes
173,Red Rooster Harlem,310 Lenox Ave,10027,2735,3.5,Harlem,B,$31-60,Yes,Yes,No,Yes,Yes,No,Street,Yes,NA,No,Yes,Casual,Loud,Full Bar,Yes,Yes,Free,No,NA,NA,Yes,American (Traditional); ,NA,NA,Yes,NA,"Brunch, Dinner",Trendy,Yes
174,Amy Ruth’s,113 W 116th St,10026,2322,4.0,Harlem,A,$11-30,NA,No,No,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,Yes,No,NA,Yes,Southern; Soul Food; ,NA,NA,NA,NA,"Brunch, Lunch, Dinner",Casual,Yes
175,Family Community Deli,41 Saint Nicholas Ter,10027,3,4.5,Harlem,NA,Under $10,NA,No,No,Yes,Yes,NA,NA,Yes,NA,No,No,NA,Average,No,NA,No,No,No,NA,No,No,Delis; Cafeteria; ,NA,NA,NA,NA,NA,NA,NA
176,Subway,2165 Frederick Douglass Blvd,10026,NA,NA,Harlem,A,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fast Food; Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
177,El Encanto De Lola 2,175 Lenox Ave,10026,1,4.0,Harlem,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican; Bars; ,NA,NA,NA,NA,NA,NA,NA
178,Savann Mediterranean  Cuisine Restaurant,2280 Frederick Douglass Blvd,10027,175,4.0,Harlem,A,$11-30,Yes,Yes,Yes,Yes,Yes,No,"Garage, Street",Yes,Yes,Yes,Yes,Casual,Average,Full Bar,Yes,Yes,Free,Yes,Yes,Yes,Yes,Mediterranean; Seafood; Tapas Bars; ,Yes,Yes,Yes,Yes,NA,NA,NA
179,Subway,111 W 110th StSpace F,10026,9,4.0,Harlem,A,Under $10,NA,No,Yes,Yes,Yes,NA,NA,No,NA,Yes,Yes,NA,Quiet,No,NA,No,No,No,NA,NA,Yes,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
180,Ponty Bistro,2375 Adam Clayton Powell Blvd,10030,334,4.0,Harlem,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,Full Bar,Yes,Yes,Free,No,NA,Yes,Yes,French; Senegalese; ,NA,NA,NA,NA,"Brunch, Lunch, Dinner","Casual, Trendy, Classy",Yes
181,Chez Lucienne,308 Lenox Ave,10027,422,3.5,Harlem,B,$11-30,NA,Yes,Yes,Yes,Yes,NA,"Garage, Street",Yes,Yes,No,Yes,Casual,Average,Full Bar,NA,Yes,Free,Yes,NA,Yes,Yes,French; ,NA,NA,NA,NA,Dinner,Casual,Yes
182,Sam Gourmet Deli,3459 Broadway,10031,4,4.5,Harlem,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delis; ,NA,NA,NA,NA,NA,NA,NA
183,Blujeen,2143 Frederick Douglass Blvd,10026,215,3.5,Harlem,A,$11-30,Yes,Yes,No,Yes,Yes,NA,"Garage, Street",Yes,Yes,Yes,Yes,Casual,Average,Full Bar,Yes,No,No,Yes,NA,Yes,Yes,American (New); Comfort Food; Barbeque; ,NA,NA,NA,NA,"Brunch, Lunch, Dessert","Casual, Trendy",Yes
184,Sylvia’s Restaurant,328 Malcolm X Blvd,10027,1569,3.5,Harlem,A,$11-30,Yes,Yes,No,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,Yes,No,No,No,Yes,Yes,Southern; Soul Food; Seafood; ,NA,NA,NA,NA,"Brunch, Lunch, Dinner",Casual,NA
185,Lido,2168 Frederick Douglass Blvd,10026,866,4.0,Harlem,A,$11-30,Yes,Yes,No,Yes,Yes,NA,"Garage, Street",Yes,NA,Yes,Yes,Casual,Average,Full Bar,Yes,Yes,Free,Yes,NA,NA,No,Italian; Breakfast & Brunch; Cocktail Bars; ,NA,NA,NA,NA,Brunch,Casual,Yes
186,Eleganza Deli Gourmet,1 Convent Ave,10027,5,4.5,Harlem,NA,NA,Yes,No,Yes,Yes,Yes,No,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,No,No,No,Yes,No,No,Delis; ,NA,NA,NA,NA,NA,NA,NA
187,Renaissance Harlem,2245 Adam Clayton Powell,10027,112,4.0,Harlem,C,$31-60,NA,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,Full Bar,Yes,No,Free,No,NA,NA,NA,American (New); ,NA,NA,NA,NA,"Lunch, Dinner, Dessert",Casual,NA
188,El Nuevo Amanecer Restaurant & Lounge,3666 BroadwayBetween 151st & 152nd St,10031,10,4.0,Harlem,B,Under $10,NA,No,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,Casual,NA,Full Bar,NA,No,Free,Yes,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA
189,Settepani,196 Lenox Ave,10026,190,3.5,Harlem,A,$11-30,NA,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Quiet,Full Bar,Yes,Yes,Free,Yes,NA,NA,Yes,Italian; Mediterranean; ,NA,NA,NA,NA,"Brunch, Lunch, Dinner",Romantic,Yes
190,Harlem Burger Co,2190 Frederick Douglass Blvd,10026,160,3.0,Harlem,A,$11-30,NA,No,Yes,Yes,Yes,No,Street,Yes,Yes,Yes,Yes,NA,Average,Beer & Wine Only,NA,Yes,Free,Yes,No,No,Yes,Burgers; Juice Bars & Smoothies; Fast Food; ,NA,NA,NA,NA,Lunch,Casual,Yes
191,Harlem Food Bar,2100 Frederick Douglass Blvd,10026,220,3.5,Harlem,A,$11-30,Yes,No,No,Yes,Yes,No,Street,Yes,Yes,No,Yes,Casual,Average,Full Bar,Yes,Yes,Free,Yes,Yes,Yes,No,American (New); Coffee & Tea; ,NA,NA,NA,NA,Dinner,Casual,Yes
192,Ciolaingo Coffee Company,127 W 141st StSte 36,10030,2,5.0,Harlem,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Coffee & Tea; Breakfast & Brunch; Souvenir Shops; ,NA,NA,NA,NA,NA,NA,NA
193,Sugar Hill Gourmet Deli,528 145th St,10031,5,3.5,Harlem,NA,Under $10,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,NA,Beer & Wine Only,NA,NA,No,NA,NA,NA,Yes,Delis; ,NA,NA,NA,NA,NA,NA,NA
194,Harlem Tavern,2153 Frederick Douglass Blvd,10026,1129,3.5,Harlem,B,$11-30,Yes,Yes,No,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Loud,Full Bar,NA,Yes,Free,Yes,NA,NA,No,Pubs; American (New); Breakfast & Brunch; ,NA,NA,Yes,NA,"Brunch, Dinner, Late Night",Casual,Yes
195,Moe’s 1 Gourmet Deli,2738 Frederick Douglass Blvd,10039,17,4.0,Harlem,NA,Under $10,NA,No,Yes,Yes,Yes,NA,Street,NA,NA,NA,NA,NA,Average,No,NA,No,No,No,NA,No,No,Delis; ,NA,NA,NA,NA,NA,NA,NA
196,Revival Restaurant and Bar,2367 Frederick Douglass Blvd,10027,NA,NA,Harlem,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seafood; ,NA,NA,NA,NA,NA,NA,NA
197,The Edge Harlem,101 Edgecombe Ave,10030,448,4.0,Harlem,A,$11-30,Yes,No,No,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,Beer & Wine Only,Yes,No,No,No,No,Yes,Yes,Breakfast & Brunch; American (New); Coffee & Tea; ,NA,NA,Yes,NA,"Breakfast, Brunch, Lunch","Casual, Intimate",Yes
198,Chocolat Restaurant Lounge,2223 Frederick Douglass Blvd,10026,853,3.0,Harlem,A,$11-30,Yes,Yes,Yes,Yes,Yes,No,"Garage, Street",No,NA,No,Yes,Casual,Average,Full Bar,NA,Yes,Free,Yes,NA,NA,Yes,American (New); Lounges; Comfort Food; ,NA,NA,NA,NA,"Brunch, Dinner",Trendy,Yes
199,Home Sweet Harlem,1528 Amsterdam Ave,10031,377,4.0,Harlem,A,$11-30,Yes,Yes,Yes,Yes,Yes,No,"Garage, Street",Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,Yes,No,Free,Yes,NA,NA,Yes,Breakfast & Brunch; American (Traditional); Venues & Event Spaces; ,NA,Yes,NA,Yes,Brunch,Casual,Yes
200,Subway,571 Burnside Ave,11096,2,4.5,Rosedale,96 out of 100,Under $10,NA,No,No,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,NA,No,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
201,La Esquinita Deli,112 Sheridan Blvd,11096,NA,NA,Far Rockaway,42 out of 100,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delis; ,NA,NA,NA,NA,NA,NA,NA
202,Herman’s Deli & Catering,210 Sheridan Blvd,11096,3,3.5,Far Rockaway,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Delis; Breakfast & Brunch; Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
203,Ciccio Boy Pizzeria & Restaurant,567 Burnside Ave,11096,18,4.0,Far Rockaway,56 out of 100,$11-30,NA,Yes,Yes,Yes,Yes,NA,Private Lot,Yes,Yes,Yes,Yes,Casual,Average,No,NA,No,Free,Yes,NA,NA,Yes,Pizza; Italian; ,NA,NA,NA,NA,Lunch,NA,NA
204,South Shore Pizza,245 Sheridan Blvd,11096,24,3.0,Far Rockaway,79 out of 100,Under $10,NA,Yes,Yes,Yes,Yes,NA,"Street, Private Lot",Yes,NA,Yes,Yes,Casual,Average,No,NA,No,Free,Yes,NA,NA,Yes,Pizza; Italian; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,Yes
205,Portillo’s Deli,210 Lawrence Ave,11559,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delis; Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
206,Lucky Boy Restaurant,636 Rockaway Tpke,11559,128,4.5,Far Rockaway,NA,$11-30,Yes,No,No,Yes,Yes,NA,Private Lot,No,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,No,NA,No,Greek; Mediterranean; American (Traditional); ,NA,Yes,Yes,NA,"Lunch, Dinner",Casual,NA
207,Panera Bread,345 Rockaway Turnpike,11559,61,4.0,Laurelton,84 out of 100,$11-30,Yes,No,No,Yes,Yes,NA,Private Lot,No,NA,Yes,Yes,NA,Average,No,NA,No,Free,No,NA,No,Yes,Sandwiches; Salad; Soup; ,NA,NA,NA,NA,"Breakfast, Lunch",Casual,Yes
208,Dickey’s Barbecue Pit,305 Rockaway Turnpike,11559,92,4.0,Far Rockaway,93 out of 100,$11-30,NA,No,Yes,Yes,Yes,NA,NA,No,Yes,Yes,Yes,Casual,Average,No,No,No,Free,Yes,NA,No,Yes,Barbeque; American (Traditional); Southern; ,NA,NA,NA,NA,"Brunch, Lunch",Casual,Yes
209,Subway,480 Rockaway Tpke,11559,2,2.5,Far Rockaway,84 out of 100,Under $10,NA,No,No,Yes,Yes,NA,NA,No,NA,No,No,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
210,Lawrence Diner,267 Burnside Ave,11559,10,3.5,Far Rockaway,56 out of 100,$11-30,NA,No,NA,Yes,No,NA,Private Lot,NA,NA,Yes,Yes,NA,NA,No,NA,No,Free,No,NA,NA,NA,Diners; ,NA,NA,NA,NA,NA,NA,NA
211,Ahuvas Grill Express,480 Rockaway Tpke,11559,18,4.0,NA,81 out of 100,$11-30,NA,No,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,No,Casual,Average,NA,NA,No,No,Yes,NA,NA,Yes,Mediterranean; ,NA,NA,NA,NA,NA,NA,NA
212,Burnside Deli,267 Burnside Ave,11559,8,3.0,NA,52 out of 100,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delis; Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
213,Purple Diamond Caterer,273 Debevoise Ave,11575,2,4.5,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Party & Event Planning; Caterers; ,NA,NA,NA,NA,NA,NA,NA
214,Sherwood Diner,311 Rockaway Tpke,11559,102,3.5,Far Rockaway,66 out of 100,$11-30,Yes,Yes,No,Yes,Yes,No,Private Lot,No,NA,Yes,Yes,NA,Average,Full Bar,NA,No,Free,Yes,NA,NA,Yes,American (Traditional); Diners; Breakfast & Brunch; ,Yes,NA,NA,Yes,"Breakfast, Brunch, Lunch, Dinner, Dessert",Casual,NA
215,Boston Market,343 Rockaway TpkeUnit 280,11559,17,3.5,Far Rockaway,78 out of 100,$11-30,NA,No,Yes,Yes,Yes,NA,NA,No,NA,Yes,Yes,Casual,NA,No,NA,No,Free,No,NA,NA,NA,American (Traditional); ,NA,NA,NA,NA,NA,NA,NA
216,John’s Coffee Shop,475 Chestnut St,11516,10,3.5,Far Rockaway,78 out of 100,Under $10,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,No,NA,No,No,Yes,NA,NA,NA,Sandwiches; Breakfast & Brunch; Cafes; ,NA,NA,NA,NA,NA,NA,NA
217,Dine in with Daniella,21 Aster Ave,11566,2,5.0,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Personal Chefs; Caterers; ,NA,NA,NA,NA,NA,NA,NA
218,Subway,252-18 Rockaway Blvd,11422,3,2.5,Theater District,A,Under $10,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Free,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
219,It’z All 4 U,20-01 New Haven Ave,11691,7,2.5,Far Rockaway,A,$11-30,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Casual,NA,NA,NA,NA,No,Yes,NA,NA,Yes,Southern; American (Traditional); ,NA,NA,NA,NA,NA,NA,NA
220,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
221,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
222,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
223,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
224,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
225,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
226,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
227,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
228,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
229,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
230,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
231,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
232,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
233,Yelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
