,restaurant_name,retaurant_address,restaurant_zipcode,restaurant_reviewcount,restaurant_rating,restaurant_neighobrhood,Hygiene_score,price_range,Liked by Vegetarians,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Bitcoin,Parking,Bike Parking,Wheelchair Accessible,Good for Kids,Good for Groups,Attire,Noise Level,Alcohol,Happy Hour,Outdoor Seating,Wi-Fi,Has TV,Dogs Allowed,Waiter Service,Caters,Category,Has Soy-free Options,Has Dairy-free Options,Liked by Vegans,Has Gluten-free Options,Good For,Ambience,Gender Neutral Restrooms
0,Subway,600 W Blue Starr Dr,74017,2,4.5,Midtown,NA,Under $10,NA,No,No,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,Average,NA,NA,No,NA,No,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
1,Hammett House Restaurant,1616 W Will Rogers Blvd,74017,51,3.5,Carbondale,NA,$11-30,Yes,Yes,No,Yes,Yes,NA,Private Lot,No,NA,Yes,Yes,Casual,Average,No,NA,No,Free,No,NA,NA,Yes,Seafood; American (Traditional); ,NA,NA,NA,NA,NA,Casual,NA
2,Charlie’s Chicken and BBQ,34 S Mill St,74361,16,3.5,NA,NA,Under $10,NA,No,No,Yes,Yes,NA,NA,No,Yes,Yes,Yes,Casual,Average,No,NA,No,No,Yes,NA,NA,Yes,Barbeque; American (Traditional); ,NA,NA,NA,NA,NA,NA,NA
3,Mia’s Italian Grill and Steakhouse,315 Mid America Dr,74337,6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian; Steakhouses; ,NA,NA,NA,NA,NA,NA,NA
4,Clanton’s Cafe,319 E Illinois Ave,74301,100,4.0,NA,NA,Under $10,NA,No,No,Yes,Yes,NA,Private Lot,Yes,NA,Yes,Yes,Casual,Average,No,NA,No,No,No,NA,Yes,Yes,American (Traditional); ,NA,NA,NA,NA,"Breakfast, Lunch, Dinner",Casual,NA
5,Denny’s,385 Mid America Dr,74361,15,2.5,NA,NA,$11-30,NA,No,No,Yes,Yes,NA,NA,No,NA,Yes,Yes,NA,Average,No,NA,No,Free,No,NA,Yes,NA,Breakfast & Brunch; American (Traditional); Diners; ,NA,NA,NA,NA,NA,NA,NA
6,Chili’s,5001 S Mill St,74361,14,3.0,NA,NA,$11-30,NA,No,No,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,No,Yes,NA,NA,Yes,Tex-Mex; American (Traditional); Bars; ,NA,NA,NA,NA,NA,NA,NA
7,Goodfellas Pizzeria,103 S Vann St,74301,5,4.0,NA,NA,$11-30,NA,No,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Casual,NA,No,NA,NA,NA,Yes,NA,NA,NA,Italian; Pizza; ,NA,NA,NA,NA,NA,NA,NA
8,Mid-American Grille,101 Cobblestone Dr,74361,36,4.0,NA,NA,$11-30,NA,Yes,No,Yes,Yes,NA,Private Lot,Yes,NA,Yes,Yes,NA,Average,Full Bar,NA,No,Free,Yes,NA,NA,Yes,American (Traditional); Diners; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,NA
9,Subway,917 S Mill St,74361,1,1.0,NA,NA,Under $10,NA,No,No,Yes,Yes,NA,NA,NA,NA,Yes,No,NA,Average,NA,NA,No,NA,No,NA,NA,Yes,Fast Food; Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
10,Subway,875 E Illinois Ave,74301,4,2.5,Midtown,NA,Under $10,NA,No,No,Yes,Yes,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,NA,Free,No,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
11,Bricktown Brewery,11909 East 96th St,74055,107,4.0,Midtown,NA,$11-30,NA,No,No,Yes,Yes,NA,Private Lot,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,Yes,Free,Yes,NA,Yes,No,Breweries; American (Traditional); ,NA,NA,NA,NA,"Lunch, Dinner, Dessert",Casual,NA
12,Cappuccino Corner,900 E Will Rogers BlvdSte I,74017,17,4.5,East Tulsa,NA,Under $10,NA,No,No,Yes,Yes,NA,NA,No,NA,Yes,Yes,NA,Quiet,No,NA,No,Free,No,NA,NA,NA,Coffee & Tea; Sandwiches; ,NA,NA,NA,NA,Breakfast,NA,NA
13,Subway,1212 W Will Rogers Blvd,74017,NA,NA,Midtown,NA,Under $10,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fast Food; Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
14,Mia’s Grill,309 S Mill St,74337,10,4.0,NA,NA,$11-30,NA,Yes,No,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,Yes,NA,NA,NA,NA,NA,Italian; Steakhouses; ,NA,NA,NA,NA,NA,NA,NA
15,Chili’s,1900 S Highway 66,74019,9,2.5,NA,NA,$11-30,NA,No,No,Yes,Yes,NA,Private Lot,No,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,Free,Yes,NA,NA,Yes,Bars; Tex-Mex; American (Traditional); ,NA,NA,NA,NA,Lunch,Casual,NA
16,Bill & Ruth Submarine,928 W Will Rogers Blvd,74017,13,4.0,Garden City,NA,Under $10,NA,Yes,No,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,Average,NA,NA,Yes,NA,Yes,NA,NA,NA,Middle Eastern; Burgers; Sandwiches; ,NA,NA,NA,NA,Lunch,NA,NA
17,Subway,2000 S Hiwy 66Ste C,74019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
18,Subway,429 E 2nd Ave,74055,2,4.0,Carbondale,NA,NA,NA,No,No,Yes,Yes,NA,NA,No,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
19,Cracker Barrel Old Country Store,9475 N Owasso Expy,74055,27,4.0,East Tulsa,NA,$11-30,Yes,No,No,Yes,Yes,NA,Private Lot,Yes,NA,Yes,Yes,Casual,NA,No,NA,No,No,No,NA,NA,Yes,American (Traditional); Southern; Breakfast & Brunch; ,NA,NA,NA,NA,Brunch,NA,NA
20,Subway,701 W Main St,74021,1,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
21,RibCrib,1736 S Lynn Riggs Blvd,74019,29,3.5,Garnett,NA,$11-30,NA,Yes,No,Yes,Yes,NA,NA,No,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,NA,Yes,American (Traditional); Barbeque; ,NA,NA,NA,NA,Lunch,Casual,NA
22,Sam’s Place,530 W Main St,74021,5,3.0,Carbondale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Average,NA,NA,NA,NA,NA,NA,NA,NA,Breakfast & Brunch; Waffles; American (Traditional); ,NA,NA,NA,NA,NA,NA,NA
23,Subway,5248 N Highway 167,74015,3,3.5,Carbondale,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
24,Butcher Bros,13720 E 86th St NSte 160,74055,3,5.0,South Tulsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delis; Meat Shops; ,NA,NA,NA,NA,NA,NA,NA
25,Subway,12140 E 96th St NSte 10O,74055,1,4.0,South Tulsa,NA,Under $10,NA,No,No,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
26,Subway,1500 S Lynn Riggs Blvd,74017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
27,Pizza Inn,437 S Mill St,74361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italian; Pizza; ,NA,NA,NA,NA,NA,NA,NA
28,The Pink House,121 N Chickasaw AveThe Belvidere Mansion,74017,18,4.5,NA,NA,Moderate,NA,NA,NA,Yes,Yes,NA,"Street, Private Lot",Yes,Yes,Yes,NA,NA,Quiet,NA,NA,NA,No,NA,NA,NA,NA,Tea Rooms; Venues & Event Spaces; Caterers; ,NA,NA,NA,NA,NA,NA,Yes
29,Subway,103 S Owen Walters Blvd,74365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
30,Chili’s,12301 E 96th St N,74055,10,3.5,Midtown,NA,$11-30,NA,Yes,No,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Casual,Average,Full Bar,Yes,No,NA,Yes,NA,NA,NA,Bars; Tex-Mex; American (Traditional); ,NA,NA,NA,NA,NA,NA,NA
31,McAlister’s Deli,8529 N 129th E Ave,74055,27,3.5,Union,NA,Under $10,NA,No,No,Yes,Yes,NA,Private Lot,Yes,NA,Yes,Yes,NA,Average,No,NA,Yes,Free,No,NA,NA,Yes,Salad; Delis; Sandwiches; ,NA,NA,NA,NA,"Lunch, Dinner",NA,NA
32,Eggbert’s,900 S Lynn Riggs Blvd,74017,20,3.5,Lynn Lane,NA,Under $10,NA,No,No,Yes,Yes,NA,Private Lot,Yes,NA,Yes,Yes,NA,Average,No,NA,No,Free,Yes,NA,Yes,Yes,Diners; ,NA,NA,NA,NA,"Lunch, Dinner, Dessert",NA,Yes
33,Smitty’s Garage Burgers & Beer,13303 E 96th St N,74055,36,3.5,Carbondale,NA,$11-30,Yes,No,No,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,Free,Yes,NA,Yes,NA,Burgers; Sports Bars; American (Traditional); ,NA,NA,NA,NA,"Lunch, Dinner",NA,NA
34,Panera Bread,12417 E 96th St N,74055,23,3.5,Garnett,NA,$11-30,NA,No,No,Yes,Yes,NA,Private Lot,Yes,NA,Yes,Yes,NA,Quiet,No,NA,Yes,Free,No,NA,NA,Yes,Sandwiches; Salad; Soup; ,NA,NA,NA,NA,"Brunch, Lunch",Casual,NA
35,Planet Sub,9045 N 121st E AveSte 500,74055,21,3.5,South Tulsa,NA,Under $10,NA,No,No,Yes,Yes,NA,NA,No,NA,Yes,Yes,NA,Average,No,NA,No,Free,Yes,NA,NA,Yes,Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
36,NOMO Kitchen,9 Crosby StNOMO SOHO Hotel,10013,391,3.5,SoHo,NA,$11-30,Yes,Yes,No,Yes,Yes,No,Street,Yes,Yes,No,Yes,Casual,Average,Full Bar,NA,No,Free,Yes,No,Yes,Yes,American (New); Mediterranean; Breakfast & Brunch; ,NA,NA,NA,NA,"Brunch, Lunch, Dinner","Trendy, Classy",Yes
37,Antique Garage,41 Mercer St,10013,365,3.5,SoHo,A,$11-30,NA,Yes,No,Yes,Yes,NA,Street,No,Yes,No,Yes,Casual,Average,Full Bar,NA,Yes,Free,No,NA,NA,No,Lounges; Mediterranean; Turkish; ,NA,NA,NA,NA,Dinner,Intimate,Yes
38,Aunt Jake’s,149 Mulberry St,10013,938,4.0,Little Italy,C,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,No,No,Free,No,No,Yes,Yes,Italian; Wine Bars; Pasta Shops; ,NA,NA,Yes,NA,"Lunch, Dinner","Casual, Trendy",Yes
39,Da Gennaro,129 Mulberry St,10013,711,4.0,Little Italy,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,"Garage, Street",Yes,NA,Yes,Yes,NA,Average,Full Bar,NA,Yes,No,No,No,NA,No,Italian; Pizza; Gluten-Free; ,NA,Yes,Yes,Yes,Dinner,Romantic,Yes
40,Gotham Bar and Grill,12 E 12th St,10003,1490,4.5,"Union Square, Greenwich Village",A,Above $61,NA,Yes,No,No,Yes,NA,"Garage, Street",No,NA,No,Yes,Dressy,Average,Full Bar,No,No,Free,No,NA,NA,No,American (New); Bars; ,NA,NA,NA,NA,Dinner,"Classy, Upscale",NA
41,Delmonico’s,56 Beaver St,10004,908,4.0,Financial District,NA,Above $61,NA,Yes,No,Yes,Yes,NA,Street,No,NA,No,Yes,Dressy,Average,Full Bar,NA,No,No,No,NA,Yes,No,Steakhouses; American (Traditional); ,NA,NA,Yes,NA,Dinner,"Classy, Upscale",NA
42,Osteria Morini Manhattan,218 Lafayette St,10012,1036,4.0,SoHo,A,$31-60,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,No,Yes,Casual,Average,Full Bar,Yes,No,No,No,NA,Yes,No,Italian; Cocktail Bars; Wine Bars; ,NA,NA,Yes,NA,Dinner,NA,Yes
43,Babbo,110 Waverly Pl,10011,2277,4.0,Greenwich Village,B,Above $61,NA,Yes,No,No,Yes,NA,Street,No,NA,No,Yes,Dressy,Average,Full Bar,No,No,No,No,NA,Yes,No,Italian; Bars; ,NA,NA,NA,NA,Dinner,Classy,NA
44,Jack’s Wife Freda,224 Lafayette St,10012,1658,4.0,SoHo,A,$11-30,Yes,Yes,No,Yes,Yes,NA,Street,Yes,NA,No,Yes,Casual,Loud,Full Bar,NA,Yes,No,No,NA,NA,No,Breakfast & Brunch; Mediterranean; American (New); ,NA,NA,Yes,NA,"Brunch, Lunch",Casual,NA
45,Little Rascal,163 Elizabeth St,10012,185,4.0,Nolita,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,No,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,NA,No,Middle Eastern; Turkish; Mediterranean; ,NA,NA,NA,NA,Dinner,"Casual, Intimate",Yes
46,Da Nico Ristorante,164 Mulberry St,10013,625,3.5,Little Italy,A,$11-30,NA,Yes,No,Yes,Yes,NA,Street,No,NA,Yes,Yes,Casual,Average,Full Bar,NA,Yes,No,No,NA,NA,No,Italian; ,NA,NA,NA,NA,Dinner,Casual,NA
47,Forlini’s Restaurant,93 Baxter St,10013,345,4.5,Chinatown,A,$11-30,NA,Yes,No,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,Yes,No,No,Yes,NA,Yes,Yes,Italian; Bars; ,NA,NA,NA,NA,"Lunch, Dinner",NA,NA
48,Chefs Club,275 Mulberry St,10012,374,4.0,Nolita,NA,$31-60,NA,Yes,No,No,Yes,No,Street,Yes,Yes,No,Yes,Dressy,Average,Full Bar,Yes,No,No,No,No,Yes,No,Bars; American (New); ,NA,NA,NA,NA,Dinner,Trendy,Yes
49,Mercer Kitchen,99 Prince St,10012,1472,3.5,SoHo,A,$31-60,Yes,Yes,No,No,Yes,NA,Street,No,NA,No,Yes,Casual,Average,Full Bar,No,No,No,No,NA,NA,No,American (New); French; Cocktail Bars; ,NA,NA,NA,NA,Dinner,Trendy,NA
50,Freemans,Freeman Alley,10002,1937,4.0,Lower East Side,A,$11-30,Yes,Yes,No,No,Yes,NA,Street,No,NA,No,Yes,Casual,Average,Full Bar,NA,No,No,No,NA,NA,No,Breakfast & Brunch; Lounges; American (Traditional); ,NA,NA,NA,NA,Brunch,Hipster,Yes
51,Westville - West,210 W 10th St,10014,906,4.0,West Village,A,$11-30,Yes,No,Yes,Yes,Yes,No,Street,Yes,Yes,No,No,Casual,Average,Beer & Wine Only,NA,No,No,No,No,Yes,Yes,American (Traditional); Comfort Food; Vegetarian; ,NA,NA,Yes,NA,Dinner,Casual,Yes
52,The Little Owl,90 Bedford St,10014,1222,4.0,West Village,A,$31-60,NA,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,No,No,Casual,Average,Beer & Wine Only,NA,No,Free,No,NA,Yes,Yes,Desserts; Wine Bars; Mediterranean; ,NA,NA,NA,NA,Dinner,Intimate,Yes
53,Galli,45 Mercer St,10013,786,4.0,SoHo,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,No,Yes,Casual,Average,Full Bar,Yes,No,Free,No,NA,Yes,Yes,Italian; Cocktail Bars; Wine Bars; ,NA,NA,NA,NA,Dinner,Trendy,Yes
54,Rice & Gold,50 Bowery,10013,229,3.5,Chinatown,A,$31-60,Yes,Yes,No,Yes,Yes,NA,Street,No,Yes,Yes,Yes,Casual,Quiet,Full Bar,Yes,No,No,No,NA,Yes,No,Chinese; Asian Fusion; Cocktail Bars; ,NA,NA,NA,NA,"Lunch, Dinner","Casual, Trendy, Classy, Upscale",Yes
55,Caffe Napoli,191 Hester St,10013,514,3.0,Little Italy,B,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,No,NA,Yes,Yes,Casual,Average,Full Bar,NA,Yes,No,No,NA,NA,No,Italian; ,NA,NA,NA,NA,"Lunch, Dinner",Touristy,NA
56,Alta,64 W 10th St,10011,1740,4.0,Greenwich Village,A,$31-60,NA,Yes,No,No,Yes,NA,Street,No,NA,No,Yes,Casual,Loud,Full Bar,NA,No,No,No,NA,Yes,No,Tapas Bars; Mediterranean; Spanish; ,NA,NA,NA,NA,Dinner,Romantic,NA
57,Rubirosa,235 Mulberry St,10012,1745,4.0,Nolita,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,No,No,No,Yes,Yes,Italian; Pizza; ,NA,NA,Yes,Yes,"Lunch, Dinner",Casual,Yes
58,Pera Soho,54 Thompson St,10012,408,3.5,South Village,A,$31-60,Yes,Yes,Yes,Yes,Yes,No,"Garage, Street",No,NA,No,Yes,Casual,Average,Full Bar,NA,Yes,Free,Yes,NA,NA,Yes,Mediterranean; Turkish; Breakfast & Brunch; ,NA,NA,NA,NA,Dinner,Trendy,NA
59,Boucherie West Village,99 7th Ave S,10014,803,4.5,West Village,A,$31-60,NA,Yes,Yes,Yes,Yes,NA,Street,No,Yes,No,Yes,Casual,Average,Full Bar,Yes,Yes,Free,No,NA,Yes,Yes,French; Cocktail Bars; Steakhouses; ,NA,NA,NA,NA,"Brunch, Lunch, Dinner, Dessert","Casual, Trendy, Romantic, Classy",NA
60,Peasant,194 Elizabeth St,10012,661,3.5,Nolita,A,$31-60,NA,Yes,No,No,Yes,NA,Street,Yes,NA,No,Yes,Casual,Average,Full Bar,NA,No,No,No,NA,Yes,No,Italian; ,NA,NA,NA,NA,Dinner,Romantic,Yes
61,The River Café,1 Water St,11201,983,4.0,DUMBO,A,Above $61,NA,Yes,No,No,Yes,NA,NA,Yes,NA,No,Yes,Formal (Jacket Required),Average,Full Bar,No,Yes,No,No,NA,Yes,No,American (New); Wine Bars; Venues & Event Spaces; ,NA,NA,NA,NA,Dinner,"Romantic, Classy, Upscale",NA
62,Locanda Verde,377 Greenwich St,10013,1494,4.0,TriBeCa,A,$31-60,Yes,Yes,No,Yes,Yes,NA,Street,Yes,NA,No,Yes,NA,Average,Full Bar,No,Yes,Free,No,NA,NA,No,Italian; Delis; Cocktail Bars; ,NA,NA,NA,NA,Dinner,Trendy,NA
63,The Stanton Social,99 Stanton St,10002,2749,4.0,Lower East Side,A,Pricey,NA,Yes,NA,NA,Yes,NA,Street,Yes,NA,NA,Yes,NA,Loud,Full Bar,NA,No,No,No,NA,NA,NA,Lounges; ,NA,NA,NA,NA,NA,Trendy,Yes
64,The Musket Room,265 Elizabeth St,10012,376,4.5,Nolita,A,$31-60,Yes,Yes,No,No,Yes,NA,Street,Yes,NA,No,Yes,Dressy,Average,Full Bar,Yes,No,No,No,NA,NA,No,American (New); Cocktail Bars; ,NA,NA,NA,NA,Dinner,"Trendy, Intimate, Romantic",NA
65,Cafe Gusto,111 Worth St,10013,9,3.0,Civic Center,A,Under $10,NA,No,Yes,Yes,Yes,NA,NA,NA,NA,No,No,NA,NA,NA,NA,No,No,NA,NA,NA,No,Mediterranean; American (New); Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
66,Subway,90 Worth St,10013,4,3.5,"Civic Center, TriBeCa",A,Under $10,NA,No,Yes,Yes,Yes,NA,NA,No,NA,Yes,Yes,NA,Loud,No,NA,No,No,No,NA,NA,No,Fast Food; Sandwiches; ,NA,NA,NA,NA,Lunch,NA,NA
67,Arome,325 Broadway,10013,25,3.5,"Civic Center, TriBeCa",A,Under $10,NA,No,Yes,Yes,Yes,NA,NA,No,NA,Yes,Yes,NA,Average,No,NA,No,No,No,NA,No,Yes,Delis; Cafes; Sandwiches; ,NA,NA,NA,NA,"Breakfast, Lunch",Casual,NA
68,Muscle Maker Grill,10 Murray St,10007,77,3.5,"Civic Center, TriBeCa",A,$11-30,Yes,No,Yes,Yes,Yes,No,Street,Yes,Yes,Yes,Yes,NA,Average,No,NA,No,Free,Yes,No,No,Yes,Sandwiches; ,NA,Yes,NA,Yes,"Lunch, Dinner",Casual,Yes
69,Tre Sorelle,61 Reade St,10007,132,3.5,"Civic Center, TriBeCa",A,$11-30,NA,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,Yes,Free,Yes,NA,NA,Yes,Italian; Pizza; ,NA,NA,NA,Yes,Lunch,Casual,Yes
70,Maxwell’s Bar & Restaurant,59 Reade St,10007,111,3.5,"Civic Center, TriBeCa",A,$11-30,NA,Yes,Yes,Yes,Yes,NA,Street,No,NA,No,Yes,Casual,Average,Full Bar,NA,No,No,Yes,NA,NA,Yes,American (Traditional); Bars; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,NA
71,Pita Grill,299 BroadwaySte 1818,10007,NA,NA,"Civic Center, TriBeCa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandwiches; ,NA,NA,NA,NA,NA,NA,NA
72,Chipilo,48 Mulberry St,10013,23,4.5,"Chinatown, Civic Center",A,$11-30,NA,No,Yes,Yes,Yes,NA,NA,Yes,No,Yes,Yes,NA,Quiet,No,No,No,No,No,NA,Yes,Yes,Sandwiches; Coffee & Tea; Breakfast & Brunch; ,NA,NA,NA,NA,Lunch,NA,NA
73,Subway,250 Broadway,10007,7,2.0,"Civic Center, TriBeCa",A,$11-30,NA,No,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,No,NA,Average,No,NA,No,NA,No,NA,No,Yes,Sandwiches; Fast Food; ,NA,NA,NA,NA,NA,NA,NA
74,Dark Horse,17 Murray St,10007,380,4.0,"Civic Center, TriBeCa",A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,"Garage, Street",Yes,NA,No,Yes,Casual,Average,Full Bar,Yes,No,Free,Yes,NA,NA,No,American (Traditional); Sports Bars; ,NA,NA,Yes,NA,"Dinner, Late Night",Casual,NA
75,Pret A Manger,319 Broadway,10007,28,4.0,Civic Center,A,Under $10,NA,No,No,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Average,No,NA,No,Free,No,NA,No,Yes,Soup; Sandwiches; Salad; ,NA,NA,NA,NA,"Breakfast, Lunch, Dinner",NA,NA
76,Civic Deli,111 Worth St,10013,51,3.5,Civic Center,B,Under $10,NA,No,Yes,Yes,Yes,No,"Garage, Street",Yes,Yes,No,No,NA,Average,No,NA,No,No,No,No,No,Yes,Delis; Salad; Breakfast & Brunch; ,NA,NA,NA,NA,"Breakfast, Lunch",Casual,Yes
77,Manhattan Proper,6 Murray St,10007,278,4.0,"Civic Center, TriBeCa",B,$11-30,Yes,Yes,Yes,Yes,Yes,No,Street,Yes,NA,No,Yes,Casual,Average,Full Bar,NA,No,Free,Yes,NA,NA,Yes,Sports Bars; American (New); Lounges; ,NA,NA,NA,NA,"Lunch, Dinner, Late Night","Casual, Trendy",Yes
78,‘Wichcraft - East Tribeca,325 Broadway,10007,41,3.0,"Civic Center, TriBeCa",A,$11-30,NA,No,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,NA,Quiet,Beer & Wine Only,NA,No,Free,No,NA,Yes,Yes,Sandwiches; Salad; Breakfast & Brunch; ,NA,NA,NA,NA,"Breakfast, Brunch, Lunch","Hipster, Casual",NA
79,Wall Street Burgers,NA,NA,3,3.5,Financial District,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burgers; Food Stands; ,NA,NA,NA,NA,NA,NA,NA
80,Schnippers,120 Church St,10007,88,3.5,"Civic Center, TriBeCa",A,$11-30,Yes,No,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Average,No,NA,No,Free,No,No,Yes,No,Salad; Burgers; Sandwiches; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,Yes
81,Blue Spoon Coffee,76 Chambers St,10007,176,4.0,"Civic Center, TriBeCa",A,Under $10,NA,No,No,Yes,Yes,NA,Street,Yes,NA,No,No,NA,Average,No,NA,No,Free,No,NA,NA,No,Coffee & Tea; Sandwiches; ,NA,NA,NA,NA,"Breakfast, Lunch","Hipster, Casual",NA
82,Da Claudio,21 Ann St,10038,359,4.5,Financial District,A,$11-30,Yes,Yes,Yes,Yes,Yes,No,Street,Yes,Yes,Yes,Yes,Casual,Average,Full Bar,Yes,No,Free,No,No,Yes,Yes,Italian; Cocktail Bars; ,NA,NA,NA,NA,Dinner,Casual,Yes
