,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighborhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address,Source
85,,Yes,Beer & Wine Only,,Casual,,Latin American; Asian Fusion; Tacos; ,,Yes,,,"Brunch, Lunch",Yes,Yes,,,,,No,A,,,Average,No,,Yes,No,No,,Free,Under $10,Harlem Taco & Bowl Company,Harlem,4.0,69.0,10027.0,2288 Frederick Douglass Blvd,Morningside Height
86,,Yes,Full Bar,Casual,Casual,Yes,French; Salad; Breakfast & Brunch; ,No,Yes,,Yes,,Yes,Yes,,,,,Yes,A,Yes,Yes,Average,Yes,Street,Yes,Yes,,,No,$11-30,Le Monde,Morningside Heights,3.0,421.0,10025.0,2885 Broadway,Morningside Height
89,,Yes,Beer & Wine Only,"Casual, Trendy, Intimate",Casual,Yes,American (New); Southern; Comfort Food; ,No,No,,Yes,"Brunch, Dinner, Dessert",No,No,,,,,No,A,,,Quiet,No,Street,No,Yes,Yes,Yes,Free,$31-60,Belle Harlem,Harlem,5.0,97.0,10030.0,2363 Adam Clayton Powell Blvd,Morningside Height
93,,Yes,Full Bar,Casual,Casual,Yes,Italian; ,No,Yes,,Yes,"Lunch, Dinner",Yes,Yes,Yes,,,,No,A,,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,Babbalucci,Harlem,4.0,315.0,10027.0,331 Lenox Ave,Morningside Height
94,No,Yes,Full Bar,,Casual,Yes,Mediterranean; Seafood; Tapas Bars; ,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,A,Yes,Yes,Average,Yes,"Garage, Street",Yes,Yes,Yes,Yes,Free,$11-30,Savann Mediterranean  Cuisine Restaurant,Harlem,4.0,174.0,10027.0,2280 Frederick Douglass Blvd,Morningside Height
95,No,Yes,Full Bar,Casual,Casual,Yes,Bars; Burgers; American (Traditional); ,Yes,Yes,,Yes,"Dinner, Late Night",Yes,No,,,,,Yes,B,,Yes,Average,Yes,Street,Yes,No,,,Free,$11-30,The Heights Bar & Grill,Morningside Heights,3.0,315.0,10025.0,2867 Broadway,Morningside Height
96,,Yes,,,,,Burgers; Beer Bar; ,,No,,,,No,No,Yes,,,,Yes,A,,Yes,,,,Yes,No,,,Free,,Dive 106,Manhattan Valley,4.5,22.0,10025.0,938 Amsterdam Ave,Morningside Height
97,,Yes,,,,,Chicken Shop; Spanish; Tapas Bars; ,,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,No,,,,$11-30,Infamous Chicken,Manhattan Valley,4.0,36.0,10025.0,1012 Amsterdam Ave,Morningside Height
99,,Yes,Beer & Wine Only,Casual,Casual,Yes,Pizza; Italian; ,Yes,Yes,,Yes,Dinner,Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,No,Yes,,No,$11-30,Sottocasa Pizzeria - Harlem,Harlem,4.5,195.0,10027.0,227 Lenox Ave,Morningside Height
100,,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese; Sushi Bars; ,Yes,Yes,,Yes,Dinner,Yes,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,Yes,Yes,,No,$11-30,Sun-Chan Japanese Restaurant,Manhattan Valley,3.5,194.0,10025.0,2707 Broadway,Morningside Height
101,,Yes,Full Bar,Casual,Casual,Yes,Latin American; Peruvian; ,Yes,Yes,,,Dinner,Yes,Yes,,,,,Yes,A,Yes,,Average,No,Street,Yes,Yes,,,Free,$11-30,Pio Pio 6,Upper West Side,3.5,691.0,10025.0,702 Amsterdam Ave,Morningside Height
104,,,No,,,,Food Trucks; Mexican; ,,,,,,,,,,,,No,,,,,,,,No,,,,Under $10,Antojitos Mexicano El Taco Taco,Manhattan Valley,4.5,6.0,10025.0,2831 Broadway,Morningside Height
105,,Yes,Beer & Wine Only,Casual,,Yes,Grocery; Delis; ,Yes,Yes,,,Lunch,No,Yes,,,,,No,,,,Average,No,Street,Yes,No,No,,No,$11-30,Milano Market,Morningside Heights,3.5,200.0,10025.0,2892 Broadway,Morningside Height
106,,Yes,No,,Casual,Yes,Cafes; Coffee & Tea; ,No,No,,,,Yes,No,,,,,No,A,,,Average,No,,Yes,No,No,,Free,Under $10,Nous Espresso Grad School Cafe,Morningside Heights,4.0,14.0,10025.0,1150 Amsterdam Ave301 Philosophy Hall,Morningside Height
107,,Yes,No,,Casual,No,Seafood; ,No,No,,,"Lunch, Dinner",No,No,,,,,No,A,,,Average,No,Street,Yes,No,No,,No,$11-30,El Puerto Seafood,Harlem,4.0,71.0,10027.0,511 W 125th St,Morningside Height
109,,Yes,Beer & Wine Only,Casual,Casual,Yes,Desserts; Breakfast & Brunch; Comfort Food; ,No,Yes,,Yes,"Breakfast, Brunch",Yes,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,Yes,,,No,$11-30,Kitchenette Uptown,Morningside Heights,3.5,695.0,10027.0,1272 Amsterdam Ave,Morningside Height
112,,,,,,,Szechuan; ,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,Grain House,Manhattan Valley,4.0,35.0,10025.0,929 Amsterdam Ave,Morningside Height
113,,Yes,No,Casual,Casual,Yes,African; ,,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,,Average,No,,Yes,Yes,Yes,Yes,No,$11-30,La Savane,Harlem,4.5,62.0,10026.0,239 W 116th St,Morningside Height
114,,Yes,Full Bar,Casual,Casual,Yes,Southern; Soul Food; Seafood; ,Yes,No,No,,"Brunch, Lunch, Dinner",Yes,Yes,,,,,No,A,,Yes,Average,Yes,Street,Yes,Yes,Yes,,No,$11-30,Sylvia?Ûªs Restaurant,Harlem,3.5,1569.0,10027.0,328 Malcolm X Blvd,Morningside Height
115,,,,,,,Food Trucks; Korean; ,,,,,,,,,,,,,,,,,,,,,,,,,Manna Korean Food,Morningside Heights,5.0,1.0,10027.0,2895 Broadway,Morningside Height
116,,Yes,Full Bar,Intimate,Casual,No,Tapas Bars; Spanish; Wine Bars; ,Yes,No,,Yes,Dinner,Yes,No,Yes,,,,No,A,,,Loud,Yes,Street,Yes,,,,No,$31-60,Buceo 95,Upper West Side,4.0,397.0,10025.0,201 W 95th St,Morningside Height
0,,Yes,Full Bar,Casual,Casual,Yes,French; Cocktail Bars; Breakfast & Brunch; ,Yes,No,No,Yes,Brunch,Yes,No,Yes,,,,Yes,B,,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,PMF Pardon My French,"Alphabet City, East Village",4.0,797.0,10009.0,103 Ave B,French
1,No,Yes,Full Bar,Trendy,Casual,Yes,French; Wine Bars; ,No,No,No,,Dinner,Yes,No,Yes,,,,No,A,,,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Amélie,Greenwich Village,4.5,2253.0,10011.0,22 W 8th St,French
2,No,Yes,Beer & Wine Only,"Casual, Intimate",Casual,No,French; ,No,No,No,,Dinner,No,No,No,,,,No,A,,,Average,No,Street,No,No,Yes,No,No,$11-30,Le French Diner,Lower East Side,4.5,84.0,10002.0,188 Orchard St,French
3,,Yes,Full Bar,Trendy,Casual,Yes,French; ,No,No,,,Dinner,Yes,No,,,,,No,A,,,Average,No,Street,No,Yes,Yes,Yes,Free,$31-60,Dirty French,Lower East Side,4.0,554.0,10002.0,180 Ludlow StLudlow Hotel,French
4,,Yes,Beer & Wine Only,Casual,,Yes,Sandwiches; French; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,No,No,,,,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Raclette,"East Village, Alphabet City",4.0,1034.0,10009.0,511 E 12th St,French
5,,Yes,Full Bar,Intimate,Casual,Yes,French; Wine Bars; ,No,No,,,Dinner,Yes,No,Yes,,,,No,,,,Average,No,Street,No,Yes,Yes,,No,$31-60,Lucien,East Village,3.5,314.0,10009.0,14 1st Ave,French
6,,Yes,Full Bar,"Intimate, Classy",Casual,Yes,Bars; Tapas Bars; French; ,Yes,Yes,No,Yes,Dinner,Yes,No,Yes,,,,No,A,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,Yes,No,No,$11-30,Excuse My French,Lower East Side,4.5,225.0,10002.0,96 Orchard St,French
7,No,Yes,Beer & Wine Only,,,Yes,French; ,Yes,No,No,,,Yes,No,No,,,,No,,,Yes,,No,Street,Yes,Yes,Yes,No,Free,$31-60,Papilles,"East Village, Alphabet City",5.0,16.0,10009.0,127 East 7th,French
8,,Yes,Full Bar,Intimate,Casual,Yes,French; Wine Bars; Cocktail Bars; ,No,No,,Yes,Brunch,No,No,Yes,,,,No,A,,Yes,Average,Yes,Street,No,No,Yes,,No,$11-30,Buvette,West Village,4.0,1537.0,10014.0,42 Grove St,French
9,,,,,,,Cocktail Bars; French; ,,,,,,,,,,,,,,,,,,,,,,,,,Windmill,Lower East Side,4.5,9.0,10002.0,43 Clinton St,French
10,,Yes,Full Bar,"Trendy, Intimate, Romantic, Classy, Upscale",Casual,No,Steakhouses; French; Cocktail Bars; ,,No,No,,"Brunch, Lunch, Dinner, Dessert",Yes,Yes,Yes,,,,No,A,,,,No,Street,Yes,Yes,Yes,Yes,No,$31-60,Boucherie - Park,"Gramercy, Flatiron",4.5,350.0,10003.0,225 Park Ave S,French
11,,No,Beer & Wine Only,Casual,Casual,Yes,French; Desserts; ,No,Yes,,Yes,Brunch,Yes,Yes,,,,,No,A,,,Average,Yes,Street,Yes,Yes,,,No,$11-30,Pates Et Traditions,Williamsburg - North Side,4.5,790.0,11211.0,52 Havemeyer St,French
12,,Yes,Full Bar,Casual,Casual,Yes,French; Cajun/Creole; American (Traditional); ,No,No,,Yes,Dinner,Yes,No,,,,,No,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,,No,$11-30,Ducks Eatery,East Village,4.0,575.0,10003.0,351 E 12th St,French
13,,Yes,Full Bar,,Casual,Yes,French; Breakfast & Brunch; ,No,No,,,"Brunch, Dinner",Yes,No,,,,,No,A,,Yes,Loud,No,Street,Yes,Yes,Yes,,No,$31-60,Balthazar Restaurant,SoHo,4.0,2814.0,10012.0,80 Spring St,French
14,,Yes,Full Bar,"Casual, Trendy, Romantic, Classy",Casual,No,French; Cocktail Bars; Steakhouses; ,Yes,Yes,,,"Brunch, Lunch, Dinner, Dessert",Yes,No,Yes,,,,No,A,,,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$31-60,Boucherie West Village,West Village,4.5,801.0,10014.0,99 7th Ave S,French
15,No,No,Full Bar,Casual,Casual,Yes,French; Cafes; Cocktail Bars; ,Yes,No,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,,,,Yes,A,,Yes,Average,Yes,Street,No,Yes,Yes,Yes,No,$11-30,Les Enfants de Boheme,"Lower East Side, Two Bridges",4.5,172.0,10002.0,177 Henry St,French
16,,Yes,Beer & Wine Only,Casual,Casual,Yes,American (New); French; Cafes; ,No,Yes,,Yes,"Brunch, Lunch, Dinner",Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,David?s Cafe,"East Village, Alphabet City",4.0,160.0,10009.0,110 St Marks Pl,French
17,No,Yes,Full Bar,,Dressy,No,French; ,No,No,No,,,No,No,,Yes,,,No,,,Yes,,No,Street,Yes,Yes,Yes,No,Free,$31-60,Petite Boucherie,West Village,4.5,69.0,10014.0,14 Christopher St,French
18,,Yes,Full Bar,Romantic,Casual,Yes,French; ,No,No,,Yes,"Brunch, Dinner",Yes,No,,,,,No,A,,,Average,Yes,Street,No,Yes,Yes,,No,$11-30,Tournesol,"Hunters Point, Long Island City",4.0,387.0,11101.0,5012 Vernon Blvd,French
19,No,Yes,Beer & Wine Only,"Intimate, Romantic",,Yes,Wine Bars; ,,,No,Yes,,No,,Yes,,,,No,A,,,Average,No,Street,,No,,Yes,Free,Moderate,Ruffian,"East Village, Alphabet City",5.0,176.0,10009.0,125 E 7th St,French
20,,Yes,Full Bar,"Trendy, Classy",Casual,Yes,French; ,No,Yes,,Yes,Dinner,Yes,No,,,,,No,A,,,Average,No,Street,Yes,Yes,Yes,,No,$31-60,Claudette,Greenwich Village,4.0,316.0,10011.0,24 5th Ave,French
21,,Yes,Full Bar,Intimate,Casual,No,French; Salad; Breakfast & Brunch; ,No,Yes,,Yes,Dinner,Yes,No,,,,,Yes,A,,,Average,Yes,Street,Yes,Yes,Yes,,Free,$11-30,Bistro Les Amis,South Village,4.0,337.0,10012.0,180 Spring St,French
22,,Yes,Full Bar,Casual,Casual,Yes,Cafes; French; ,Yes,Yes,,Yes,Dinner,Yes,No,,,,,Yes,A,,,Average,No,Street,Yes,Yes,Yes,,Free,$11-30,Le Baratin,West Village,4.0,181.0,10011.0,26 Greenwich Ave,French
23,No,Yes,Full Bar,"Intimate, Romantic",Casual,No,French; Basque; ,No,No,,Yes,Dinner,No,No,,,,,No,A,,,Average,No,Street,No,Yes,,,No,$31-60,Cocotte,South Village,4.0,286.0,10012.0,110 Thompson St,French
24,,Yes,,,,,French; Japanese; ,,No,,,,No,Yes,,,,,,,,,,No,,No,Yes,,,,,Restaurant Ukiyo,East Village,4.5,33.0,10003.0,239 E 5th St,French
25,,Yes,Full Bar,"Trendy, Romantic, Classy, Upscale",Dressy,No,French; ,No,No,,Yes,"Lunch, Dinner",Yes,No,,,,,No,A,,,Average,No,Street,No,Yes,Yes,,No,Above $61,Le Coucou,SoHo,4.0,413.0,10013.0,138 Lafayette St,French
26,,No,Beer & Wine Only,Casual,Casual,Yes,Modern European; ,No,No,,Yes,Dinner,Yes,No,,,,,No,A,,,Average,Yes,Street,Yes,Yes,,,No,$11-30,Kafana,"Alphabet City, East Village",4.0,381.0,10009.0,116 Ave C,French
27,,Yes,Full Bar,Romantic,Casual,Yes,French; Bars; ,Yes,Yes,,,Dinner,Yes,No,,,,,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,,,Free,$11-30,Le Midi,"Union Square, Greenwich Village",4.0,341.0,10003.0,11 E 13th St,French
28,,Yes,Beer & Wine Only,"Casual, Intimate, Romantic, Classy",Casual,Yes,French; Wine Bars; ,Yes,No,,,"Dinner, Late Night",Yes,No,,,,,No,A,,,Average,No,Street,Yes,No,,,No,$11-30,Vin Sur Vingt,Flatiron,4.0,120.0,10001.0,1140 Broadway,French
48,,Yes,Beer & Wine Only,Casual,Casual,Yes,French; Moroccan; ,No,Yes,No,Yes,Lunch,No,No,,,,,No,A,,Yes,Average,Yes,Street,Yes,No,Yes,Yes,No,$11-30,Café Gitane,Nolita,4.0,701.0,10012.0,242 Mott St,French
49,,Yes,Beer & Wine Only,Intimate,Casual,No,French; Wine Bars; ,No,No,,Yes,"Dinner, Late Night",Yes,No,,Yes,Yes,,No,A,Yes,Yes,Average,No,"Garage, Street",No,Yes,,,No,$11-30,Jadis,Lower East Side,4.0,473.0,10002.0,42 Rivington St,French
50,,Yes,Full Bar,"Intimate, Romantic",Casual,Yes,Wine Bars; French; Breakfast & Brunch; ,No,Yes,,Yes,Brunch,No,No,,,,,No,A,,Yes,Average,No,"Garage, Street",Yes,No,,,No,$11-30,Vin et Fleurs,South Village,4.0,371.0,10012.0,69 Thompson St,French
51,No,Yes,Full Bar,"Casual, Intimate, Romantic",Casual,Yes,French; Wine Bars; ,Yes,Yes,No,,"Lunch, Dinner",Yes,No,Yes,,,,No,A,,,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Troquet,SoHo,4.0,111.0,10013.0,155 Grand St,French
52,No,Yes,Full Bar,Classy,Casual,Yes,French; Cocktail Bars; ,No,Yes,No,Yes,Dinner,Yes,No,Yes,,,,No,A,,,Average,No,"Garage, Street",Yes,Yes,Yes,Yes,Free,$31-60,Le Coq Rico,Flatiron,4.0,287.0,10003.0,30 E 20th St,French
53,,Yes,Full Bar,"Casual, Intimate, Classy",Casual,No,Japanese; French; Wine Bars; ,No,No,,Yes,Dinner,Yes,No,Yes,,,,No,,,,Quiet,No,Street,No,Yes,Yes,Yes,No,$31-60,Autre Kyo Ya,East Village,4.0,93.0,10003.0,10 Stuyvesant St,French
54,,Yes,Beer & Wine Only,Romantic,Casual,Yes,French; Jazz & Blues; ,No,Yes,,,Dinner,Yes,No,,,,,Yes,B,,,Loud,Yes,Street,Yes,Yes,,,Free,$11-30,Jules Bistro,East Village,3.5,468.0,10003.0,65 Saint Marks Pl,French
55,,Yes,,,,,French; ,,,,,,Yes,Yes,,,,,,A,,Yes,,,,Yes,Yes,,,,,La cafette,Williamsburg - North Side,5.0,29.0,11211.0,103 Havemeyer St,French
56,No,Yes,Full Bar,"Intimate, Romantic, Classy",Casual,Yes,French; ,No,No,No,,Dinner,No,No,No,,,,No,A,,,Average,No,Street,No,Yes,Yes,No,No,$31-60,MIMI,Greenwich Village,4.0,118.0,10012.0,185 Sullivan St,French
57,,Yes,Full Bar,Trendy,Casual,No,American (New); French; ,No,No,,Yes,Dinner,Yes,No,,,,,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,,No,$31-60,ABC Kitchen,Flatiron,4.0,2794.0,10003.0,35 E 18th St,French
58,,Yes,Beer & Wine Only,"Intimate, Romantic, Classy, Upscale",Dressy,No,French; ,No,No,,,Dinner,No,No,No,,,,No,,,,Quiet,Yes,,No,Yes,Yes,Yes,No,Above $61,L?Appart,Battery Park,5.0,78.0,10281.0,225 Liberty St,French
59,Yes,Yes,Full Bar,"Intimate, Romantic",Casual,No,French; ,No,No,,Yes,Dinner,No,No,,,,,No,A,,Yes,Average,No,Street,No,Yes,,,Free,$31-60,La Sirene,South Village,4.5,1531.0,10013.0,558 Broome St,French
60,No,Yes,Full Bar,,Casual,Yes,French; Wine Bars; Grocery; ,Yes,No,,,"Brunch, Lunch, Dinner",Yes,Yes,No,,,,No,A,,Yes,Average,Yes,,Yes,Yes,Yes,Yes,Free,$11-30,Le District,Battery Park,3.5,453.0,10281.0,225 Liberty St,French
61,,Yes,Full Bar,Trendy,Casual,Yes,French; ,,No,,Yes,"Brunch, Lunch, Dinner",Yes,No,,,,,No,B,,,Average,Yes,,No,Yes,Yes,,Free,$31-60,Beaubourg,Battery Park,3.0,237.0,10281.0,225 Liberty St,French
62,,Yes,Beer & Wine Only,"Casual, Trendy, Intimate, Romantic, Classy",Casual,Yes,Cafes; French; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Breakfast, Brunch, Lunch, Dinner, Dessert",No,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Average,No,Garage,Yes,No,Yes,No,Free,$11-30,La Parisienne,Financial District,4.5,204.0,10038.0,9 Maiden Ln,French
63,,Yes,Beer & Wine Only,Casual,Casual,Yes,French; ,Yes,No,,,Lunch,Yes,Yes,Yes,,,,No,A,,,Average,No,,Yes,No,Yes,Yes,Free,$11-30,Tartinery Hudson Eats,Battery Park,4.0,359.0,10281.0,225 Liberty St,French
64,,Yes,Full Bar,Classy,Dressy,No,French; Brasseries; Bars; ,No,No,,,Dinner,Yes,No,No,,,,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,,No,$31-60,Augustine,Financial District,3.5,188.0,10038.0,5 Beekman St,French
66,,Yes,No,Casual,Casual,Yes,Italian; French; ,Yes,Yes,,,,Yes,Yes,,,,,No,,,,,Yes,,Yes,Yes,Yes,No,Free,$11-30,la côte,,4.0,72.0,7302.0,199 Warren St,French
67,No,Yes,Full Bar,Casual,,Yes,French; Gastropubs; Sandwiches; ,No,Yes,No,,"Dinner, Late Night",Yes,Yes,Yes,,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,St. George Tavern,Financial District,4.0,99.0,10006.0,103 Washington St,French
68,,Yes,Full Bar,,Casual,Yes,French; Wine Bars; ,No,No,,Yes,Dinner,Yes,No,Yes,,,,No,A,,,Average,No,Street,No,Yes,Yes,Yes,No,$31-60,Racines,"Civic Center, TriBeCa",3.5,108.0,10007.0,94 Chambers St,French
72,,Yes,Full Bar,,Casual,Yes,American (New); French; Italian; ,No,Yes,,,Dinner,Yes,Yes,,,,,No,A,,,Average,Yes,Street,Yes,Yes,Yes,,No,$31-60,The Odeon,TriBeCa,4.0,579.0,10013.0,145 W Broadway,French
75,,Yes,,,,,Bars; French; Sushi Bars; ,,,,,,,Yes,No,,,,,A,,,,,,Yes,No,,,,,Bar à Frites,Battery Park,4.0,8.0,10281.0,225 Liberty St,French
76,Yes,Yes,Full Bar,"Intimate, Romantic",Casual,No,Fondue; French; ,No,No,,Yes,Dinner,No,No,,,,,No,,,,Average,No,Street,No,Yes,,,Free,$31-60,Taureau,South Village,4.5,556.0,10013.0,558 Broome St,French
77,,Yes,Full Bar,,Casual,No,Cocktail Bars; American (New); French; ,Yes,Yes,,,"Brunch, Lunch, Dinner",Yes,No,No,,,,No,A,Yes,,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,Yves,TriBeCa,4.0,46.0,10013.0,385 Greenwich St,French
79,,Yes,Full Bar,Casual,Casual,Yes,French; American (New); ,Yes,Yes,,Yes,Dinner,Yes,No,,,,,Yes,,,,Average,Yes,Private Lot,Yes,Yes,,,No,$11-30,Bistro La Source,,3.0,270.0,7302.0,85 Morris St,French
81,,Yes,Full Bar,Romantic,Casual,No,French; ,No,No,,,Dinner,Yes,No,,,,,No,,,,Average,No,Street,No,Yes,,,No,$31-60,Raoul?s Restaurant,South Village,4.0,425.0,10012.0,180 Prince St,French
82,,Yes,Full Bar,"Classy, Upscale",Dressy,No,Modern European; American (New); French; ,No,No,,Yes,Dinner,Yes,No,,,,,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,,No,Above $61,Bâtard,TriBeCa,4.0,317.0,10013.0,239 West Broadway,French
83,,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Bakeries; French; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Breakfast, Brunch, Lunch",Yes,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Maman Tribeca,TriBeCa,4.0,212.0,10013.0,211 W Broadway,French
84,,Yes,Beer & Wine Only,"Trendy, Intimate, Romantic, Classy",Casual,No,Wine Bars; French; American (New); ,No,No,,Yes,Late Night,Yes,No,Yes,,,,No,A,,,Quiet,No,Street,No,Yes,Yes,,Free,$31-60,Compagnie des Vins Surnaturels,Little Italy,4.5,100.0,10013.0,249 Ctr St,French
85,,Yes,Full Bar,Intimate,Casual,Yes,Wine Bars; American (New); Italian; ,Yes,Yes,,Yes,Dinner,Yes,No,,,,,Yes,,,Yes,Average,Yes,Street,Yes,Yes,,,Free,$31-60,Satis Bistro,,4.0,597.0,7302.0,212 Washington St,French
86,No,Yes,Full Bar,"Casual, Romantic, Classy",Casual,No,French; Wine Bars; ,No,No,No,Yes,Lunch,Yes,No,Yes,,,,No,A,,Yes,Average,No,Street,No,Yes,Yes,,No,$11-30,L?NA,Lower East Side,4.5,78.0,10002.0,137 Eldridge St,French
106,No,No,Beer & Wine Only,Casual,Casual,No,French; Malaysian; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,,,,No,A,,,Average,No,Street,Yes,Yes,Yes,,Free,$11-30,Aux Epices,Little Italy,4.0,281.0,10013.0,121 Baxter St,French
108,,Yes,Full Bar,"Casual, Romantic",Casual,No,French; Brasseries; ,,No,,,Dinner,Yes,Yes,,,,,No,A,,,Average,No,Street,No,Yes,Yes,,No,$11-30,Le Relais de Venise L?Entrecote,South Village,4.0,67.0,10013.0,40 Thompson St,French
109,,Yes,Full Bar,,Casual,Yes,Italian; French; ,No,No,,Yes,Dinner,Yes,No,,,,,No,A,,,Average,No,Street,Yes,Yes,Yes,,No,$31-60,MAMO Restaurant,"SoHo, TriBeCa",4.0,206.0,10013.0,323 W Broadway,French
110,No,Yes,Full Bar,Trendy,Casual,No,Modern European; French; ,No,No,No,Yes,Dinner,Yes,No,,,,,No,A,,,Average,No,Street,No,Yes,Yes,,No,$31-60,Le Turtle,Lower East Side,4.0,128.0,10002.0,177 Chrystie St,French
111,,Yes,Full Bar,"Intimate, Romantic, Classy",Casual,No,Italian; Wine Bars; ,Yes,Yes,,Yes,Dinner,Yes,No,Yes,,,,Yes,A,,,Average,No,Street,Yes,Yes,,,Free,$11-30,Felice,Financial District,4.0,292.0,10038.0,15 Gold St,French
112,,Yes,,,Dressy,No,French; Wine Bars; Beer Bar; ,,No,,,,Yes,No,Yes,,,,No,A,,,,Yes,,No,Yes,,,Free,$11-30,Bar a Vin,Battery Park,3.0,21.0,10286.0,225 Liberty St,French
113,,Yes,Full Bar,,Casual,Yes,French; Cocktail Bars; ,Yes,No,,,,Yes,Yes,No,Yes,Yes,,No,,Yes,Yes,,No,Street,No,Yes,Yes,Yes,Free,$31-60,Brigitte Bistro Moderne,"Lower East Side, Chinatown",4.0,37.0,10002.0,37 Canal St,French
114,,Yes,Beer & Wine Only,Intimate,Casual,Yes,American (New); French; Wine Bars; ,No,No,,,Dinner,No,No,,,,,No,A,,,Average,No,Street,No,Yes,,,Free,$31-60,Gentleman Farmer,Lower East Side,4.0,257.0,10002.0,40 Rivington St,French
115,No,Yes,Full Bar,Casual,Casual,No,Bars; French; Italian; ,No,Yes,No,Yes,Dinner,Yes,No,No,,,,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,Free,$11-30,49 Monroe,Two Bridges,4.5,142.0,10002.0,49 Monroe St,French
170,No,Yes,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Vietnamese; Breakfast & Brunch; French; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,,Yes,Yes,,No,A,Yes,Yes,Average,Yes,,Yes,Yes,Yes,Yes,Free,$11-30,BoCaphe,SoHo,4.0,967.0,10012.0,222 Lafayette St,French
172,,Yes,Full Bar,Trendy,Casual,Yes,Cocktail Bars; Seafood; French; ,Yes,No,,Yes,Dinner,Yes,No,Yes,,,,No,A,,,Average,Yes,Street,No,Yes,Yes,Yes,Free,$11-30,Sel Rrose,Lower East Side,4.0,407.0,10002.0,1 Delancey St,French
173,,Yes,,,Casual,,Cafes; French; Cocktail Bars; ,,No,,,,Yes,No,No,,,,No,A,,Yes,,No,Street,Yes,Yes,,Yes,No,$11-30,La Mercerie,"SoHo, TriBeCa",3.5,77.0,10013.0,53 Howard St,French
182,,Yes,Beer & Wine Only,Intimate,Casual,Yes,French; Salad; Breakfast & Brunch; ,No,No,,Yes,"Brunch, Dinner",No,No,,,,,No,A,,Yes,Average,No,Street,No,Yes,Yes,Yes,No,$11-30,Le Parisien,"Murray Hill, Kips Bay, Midtown East",4.0,881.0,10016.0,163 East 33rd St,French
199,,Yes,Full Bar,Intimate,Casual,Yes,Russian; French; ,No,No,,Yes,Late Night,No,No,,,,,No,A,,,Average,Yes,Street,No,Yes,,,No,$11-30,Anyway Cafe,East Village,4.0,198.0,10003.0,32 E 2nd St,French
201,,Yes,Beer & Wine Only,Romantic,Casual,Yes,French; American (Traditional); ,No,Yes,,,Dinner,Yes,No,,,,,No,A,,,Average,Yes,"Garage, Street, Private Lot",Yes,Yes,,,No,$11-30,Tree Bistro,East Village,3.5,329.0,10009.0,190 1st Ave,French
