,restaurant_name,retaurant_address,restaurant_zipcode,restaurant_reviewcount,restaurant_rating,restaurant_neighobrhood,Hygiene_score,price_range,Liked by Vegetarians,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Bitcoin,Parking,Bike Parking,Wheelchair Accessible,Good for Kids,Good for Groups,Attire,Noise Level,Alcohol,Happy Hour,Outdoor Seating,Wi-Fi,Has TV,Dogs Allowed,Waiter Service,Caters,Category,Has Soy-free Options,Has Dairy-free Options,Liked by Vegans,Has Gluten-free Options,Good For,Ambience,Gender Neutral Restrooms
17,Punjabi Grocery & Deli,114 E 1st St,10009,362,4.5,"East Village, Alphabet City",NA,Under $10,Yes,No,No,Yes,No,NA,Street,Yes,No,No,No,NA,Average,No,NA,No,No,No,NA,No,No,Indian; Grocery; Delis; ,NA,NA,NA,NA,"Lunch, Dinner, Late Night",Divey,NA
18,Spice Wala Indian Cuisine,97 1st Ave,10003,27,3.5,East Village,NA,$11-30,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,NA,Yes,NA,Yes,NA,Indian; ,NA,NA,NA,NA,Dinner,NA,NA
19,Mint Masala,95 Macdougal St,10012,271,4.0,Greenwich Village,A,$11-30,Yes,No,Yes,Yes,Yes,No,"Street, Private Lot",Yes,No,Yes,No,Casual,Average,Beer & Wine Only,NA,No,Free,No,No,Yes,Yes,Indian; Halal; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
20,Rahi,60 Greenwich Ave,10011,274,4.5,West Village,A,$31-60,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,No,Yes,Yes,Casual,Average,Full Bar,Yes,No,Free,Yes,No,Yes,Yes,Indian; Breakfast & Brunch; Cocktail Bars; ,NA,Yes,Yes,Yes,"Brunch, Lunch, Dinner","Casual, Trendy, Romantic, Classy, Upscale",Yes
21,Surya,154 Bleecker St,10012,174,4.0,Greenwich Village,B,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,Full Bar,Yes,No,Free,Yes,No,Yes,Yes,Indian; Cocktail Bars; Wine Bars; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
22,indikitch,25 W 23rd St,10010,654,4.0,Flatiron,A,$11-30,Yes,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,Yes,No,NA,Yes,Indian; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
23,Ahimsa,210 Thompson St,10012,223,4.0,Greenwich Village,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,Yes,Yes,Indian; Vegetarian; Kosher; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
24,Chennai Garden by Tiffin Wallah,127 E 28th St,10016,709,4.0,Flatiron,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,NA,Yes,Indian; Vegetarian; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
25,Frankie Goes To Bollywood,204 Spring St,10012,13,4.0,South Village,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Yes,Indian; ,NA,NA,NA,NA,NA,NA,NA
26,Masala Times,194 Bleecker St,10012,504,4.0,Greenwich Village,A,$11-30,Yes,NA,Yes,Yes,Yes,No,Street,Yes,NA,Yes,No,Casual,Average,No,No,No,Free,No,NA,NA,Yes,Indian; Pakistani; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
27,Tangra,103 Lexington Ave,10016,26,3.5,"Kips Bay, Flatiron",NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Chinese; Indian; Seafood; ,NA,NA,NA,NA,NA,NA,NA
28,Panna II Garden Indian Restaurant,93 1st Ave,10003,909,3.0,East Village,A,$11-30,Yes,Yes,No,Yes,No,NA,Street,No,NA,No,Yes,Casual,Loud,No,NA,No,No,No,NA,NA,No,Indian; ,NA,NA,Yes,NA,Dinner,Casual,Yes
29,Roti in a Box,216 3rd Ave,10003,1,4.0,Gramercy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indian; ,NA,NA,NA,NA,NA,NA,NA
30,Royal Bangladesh Indian Restaurant,93 1st Ave,10003,203,3.0,East Village,P,Under $10,NA,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,Yes,Free,No,NA,NA,Yes,Indian; Bangladeshi; ,NA,NA,NA,NA,Dinner,Casual,Yes
31,Mahal Kita,184 Havemeyer St,11211,245,4.0,Williamsburg - South Side,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Quiet,No,NA,No,No,No,NA,NA,Yes,Indian; Desserts; Seafood; ,NA,NA,NA,NA,Dinner,"Casual, Intimate",Yes
32,Brick Lane Curry House,79 2nd Ave,10003,959,3.5,East Village,P,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,No,Yes,No,Yes,No,Yes,Yes,Indian; ,NA,NA,Yes,NA,Dinner,Casual,NA
33,Junoon,27 W 24th St,10010,1292,3.5,Flatiron,A,$31-60,Yes,Yes,No,No,Yes,No,"Garage, Street",Yes,Yes,No,Yes,Dressy,Average,Full Bar,No,No,Free,No,No,Yes,Yes,Indian; Desserts; Wine Bars; ,NA,NA,Yes,NA,Dinner,"Classy, Upscale",NA
34,TAJ,310 E 6th St,10003,234,3.5,East Village,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,Yes,Free,Yes,NA,NA,Yes,Indian; Music Venues; Beer Bar; ,NA,NA,Yes,NA,Dinner,Casual,NA
35,Mysttik Masaala,399 Park AveCorner of 53rd street,10022,323,4.5,Midtown East,NA,Under $10,Yes,NA,No,Yes,No,No,Street,Yes,NA,Yes,Yes,Casual,Average,No,No,No,No,No,NA,NA,Yes,Food Trucks; Indian; ,NA,NA,Yes,NA,Lunch,Casual,NA
36,Vatan Indian Vegetarian,409 3rd Ave,10016,553,4.0,"Kips Bay, Midtown East",A,$31-60,Yes,Yes,No,No,Yes,No,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,Free,No,NA,NA,Yes,Indian; Vegetarian; ,NA,NA,Yes,NA,Dinner,NA,Yes
37,Chawlas 2,216 3rd Ave,10003,75,4.0,Gramercy,A,$11-30,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Casual,Quiet,No,NA,No,No,No,NA,Yes,Yes,Indian; ,NA,NA,NA,NA,NA,Casual,Yes
38,Inday,1133 Broadway,10010,311,4.0,Flatiron,A,$11-30,NA,No,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,NA,Average,No,NA,No,Free,No,No,No,Yes,Indian; Salad; Gluten-Free; ,NA,NA,Yes,Yes,"Lunch, Dinner","Hipster, Casual",Yes
39,Ghandi Cafe,283 Bleecker St,10014,329,4.0,West Village,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,NA,Yes,Indian; Desserts; ,NA,NA,NA,NA,"Lunch, Dinner","Casual, Intimate",Yes
40,Raj Mahal,322 E 6th StSte 1,10003,196,3.0,East Village,A,$11-30,NA,No,Yes,Yes,Yes,No,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,NA,No,Indian; ,NA,NA,NA,NA,Dinner,Casual,NA
41,Thelewala,112 Macdougal St,10012,436,4.0,Greenwich Village,A,Under $10,Yes,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,No,Casual,Average,No,NA,No,No,No,NA,NA,No,Indian; ,NA,NA,Yes,NA,"Lunch, Late Night",Casual,NA
42,Avant Garden,130 E 7th St,10009,255,4.5,"East Village, Alphabet City",A,$31-60,Yes,Yes,No,No,Yes,NA,Street,Yes,NA,No,No,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,Yes,No,American (New); Vegan; Vegetarian; ,NA,NA,Yes,NA,Dinner,Intimate,Yes
43,Sahib,104 Lexington Ave,10016,130,4.0,Flatiron,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,No,NA,No,No,No,NA,Yes,NA,Indian; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
44,Hampton Chutney,143 Grand St,10013,77,4.0,SoHo,A,$11-30,NA,No,Yes,Yes,Yes,NA,NA,Yes,NA,Yes,No,NA,Average,No,NA,No,No,No,NA,No,Yes,Indian; Salad; Sandwiches; ,NA,NA,NA,NA,Lunch,Casual,Yes
45,The Kati Roll Company,128 2nd Ave,10003,71,4.0,East Village,A,$11-30,Yes,No,Yes,Yes,Yes,NA,NA,No,Yes,Yes,Yes,Casual,Average,No,NA,No,Free,No,NA,No,NA,Indian; Halal; Wraps; ,NA,NA,NA,NA,Lunch,Casual,NA
46,Saravanaa Bhavan,81 Lexington Ave,10016,817,3.5,"Kips Bay, Flatiron",A,$11-30,Yes,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,No,No,NA,NA,Yes,Indian; Vegetarian; ,NA,Yes,Yes,NA,"Lunch, Dinner",Casual,NA
47,Agra Taj Mahal,1005 Manhattan Ave,11222,140,3.5,Greenpoint,A,$11-30,NA,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Quiet,No,NA,No,No,No,NA,NA,Yes,Indian; ,NA,NA,NA,NA,NA,Casual,NA
48,Babu Ji,22 E 13th St,10003,137,3.5,"Union Square, Greenwich Village",NA,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,No,No,Yes,Casual,Loud,Full Bar,Yes,Yes,Free,No,NA,Yes,Yes,Indian; ,NA,NA,NA,NA,Dinner,"Trendy, Classy",Yes
49,Divya’s Kitchen,25 1st Ave,10003,239,4.5,East Village,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,No,NA,No,Free,No,NA,Yes,Yes,Vegan; Vegetarian; ,Yes,Yes,Yes,Yes,Dinner,"Casual, Intimate",Yes
50,Taco Mahal,73 7th Ave S,10014,410,4.5,West Village,A,Under $10,NA,No,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,No,Casual,Average,No,NA,Yes,No,No,NA,No,Yes,Indian; Tacos; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,NA
51,NY Dosas,50 Washington Sq S,10014,378,4.5,Greenwich Village,NA,Under $10,Yes,No,No,Yes,No,NA,Street,Yes,NA,Yes,Yes,NA,Average,No,NA,Yes,No,No,NA,NA,Yes,Indian; Food Stands; Vegetarian; ,NA,NA,NA,NA,Lunch,Casual,NA
52,Bhatti Indian Grill,100 Lexington Ave,10016,639,3.5,Flatiron,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,No,NA,No,No,No,NA,NA,Yes,Indian; ,NA,NA,Yes,NA,Dinner,Casual,Yes
53,The Bombay Bread Bar,195 Spring St,10012,144,3.5,South Village,A,$31-60,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Casual,NA,Full Bar,NA,Yes,No,No,NA,NA,NA,Indian; ,NA,NA,Yes,NA,NA,Casual,NA
54,Kabab Bites,369 Broome St,10013,78,4.0,Little Italy,A,$11-30,NA,Yes,Yes,Yes,Yes,No,NA,Yes,No,Yes,Yes,Casual,Quiet,No,NA,No,Paid,No,No,Yes,Yes,Indian; Halal; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,NA
55,Sigiri,91 1st Ave,10003,564,4.0,East Village,A,$11-30,Yes,No,Yes,Yes,No,NA,Street,Yes,NA,No,No,Casual,Average,No,NA,No,Free,No,NA,NA,Yes,Sri Lankan; ,NA,NA,NA,NA,Dinner,Casual,Yes
56,Dosa Royale,348 BoweyBowery Market,10012,2,5.0,"NoHo, East Village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indian; ,NA,NA,NA,NA,NA,NA,NA
57,Curry Express,130 E 29th St,10016,214,3.5,"Kips Bay, Flatiron, Midtown East",B,Under $10,Yes,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,No,NA,No,No,Yes,NA,NA,Yes,Indian; Pakistani; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,Yes
58,Cafe Himalaya,78 E 1st St,10009,570,4.0,East Village,A,Under $10,Yes,No,Yes,Yes,Yes,NA,Street,Yes,NA,No,No,Casual,Average,No,NA,No,No,No,NA,Yes,No,Himalayan/Nepalese; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
59,Aahar Indian Cuisine,10 Murray St,10007,237,4.0,"Civic Center, TriBeCa",B,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,Free,No,NA,Yes,Yes,Indian; ,NA,NA,Yes,NA,"Lunch, Dinner","Casual, Classy",Yes
60,Ruchi,120 Cedar St,10006,320,3.5,Financial District,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,NA,No,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,Free,Yes,NA,NA,No,Indian; ,Yes,NA,NA,NA,"Lunch, Dinner",Casual,Yes
61,Benares,45 Murray Street,10007,393,4.0,TriBeCa,B,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,Free,No,NA,NA,Yes,Indian; ,NA,NA,NA,NA,Dinner,Casual,Yes
62,Tamarind,99 Hudson St,10013,786,4.0,TriBeCa,A,$31-60,Yes,Yes,No,Yes,Yes,NA,Street,Yes,NA,No,Yes,Dressy,Average,Full Bar,NA,No,No,No,NA,Yes,Yes,Indian; ,NA,NA,Yes,NA,Dinner,Classy,Yes
63,Biryani House Cart,140 Broadway,10005,151,4.0,Financial District,NA,Under $10,Yes,No,No,Yes,No,NA,NA,Yes,NA,Yes,Yes,NA,Average,No,NA,No,No,No,NA,NA,No,Indian; Food Stands; Bangladeshi; ,NA,NA,NA,NA,Lunch,Casual,NA
64,Bombay’s Indian Restaurant,60 Pearl St,10004,172,3.5,Financial District,A,$11-30,Yes,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,No,NA,No,No,No,NA,NA,Yes,Indian; ,NA,NA,NA,NA,Lunch,Casual,NA
65,The Kati Roll Company,22 Maiden Ln,10038,15,3.0,Financial District,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indian; Halal; Wraps; ,NA,NA,NA,NA,NA,NA,NA
66,Indian King Biryani House,140 Broadway,10005,42,4.0,Financial District,NA,Under $10,Yes,Yes,No,Yes,No,NA,NA,No,NA,Yes,Yes,NA,Average,No,NA,Yes,No,No,NA,No,Yes,Food Trucks; Indian; ,NA,NA,Yes,NA,Lunch,NA,NA
67,Tandoor Palace,88 Fulton St,10038,155,3.5,Financial District,A,Under $10,NA,Yes,Yes,Yes,Yes,No,Street,Yes,NA,Yes,Yes,Casual,Average,No,NA,No,Free,Yes,NA,NA,Yes,Indian; ,NA,NA,NA,NA,Lunch,Casual,Yes
68,A Saffron Thread Fresh Indian,98 Chambers St,10007,102,3.5,"Civic Center, TriBeCa",A,$11-30,Yes,No,Yes,Yes,Yes,No,Street,Yes,NA,Yes,No,NA,Quiet,No,NA,No,Free,No,NA,NA,Yes,Indian; Vegetarian; Gluten-Free; ,NA,NA,NA,Yes,"Lunch, Dinner",Casual,NA
69,DiwaneKhaas,53 Nassau St,10038,107,3.5,Financial District,A,Under $10,Yes,No,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,No,NA,No,No,No,NA,No,Yes,Indian; ,NA,NA,NA,NA,Lunch,Casual,NA
70,Tiikkarrito,88 Fulton St,10038,NA,NA,Financial District,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexican; Indian; ,NA,NA,NA,NA,NA,NA,NA
71,Salaam Bombay,319 Greenwich St,10013,145,3.0,TriBeCa,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,No,No,NA,Yes,Yes,Indian; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,NA
72,Bombay Biryany Cart,Broadway & Liberty St,10005,5,4.5,Financial District,NA,Under $10,NA,No,No,Yes,No,NA,NA,No,NA,Yes,Yes,Casual,Average,No,NA,Yes,No,No,NA,NA,No,Indian; ,NA,NA,NA,NA,NA,NA,NA
73,Graffitti Earth,190 Church St,10013,17,3.5,TriBeCa,NA,$11-30,Yes,Yes,NA,NA,Yes,NA,NA,NA,NA,No,Yes,Casual,NA,NA,NA,NA,NA,NA,NA,NA,NA,Indian; Persian/Iranian; Vegetarian; ,NA,NA,NA,NA,NA,NA,NA
74,Curry Heights,151 Remsen St,11201,237,3.5,Brooklyn Heights,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,Yes,NA,NA,Yes,Indian; Halal; ,Yes,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
75,Mysttik Masaala,2177 31st StAstoria,11105,26,5.0,Astoria,NA,NA,NA,No,No,Yes,No,NA,NA,Yes,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,Indian; Food Trucks; ,NA,NA,Yes,NA,NA,NA,NA
76,Amiya,160 Greene St,07311,279,3.5,NA,NA,$11-30,Yes,Yes,Yes,Yes,Yes,NA,"Garage, Validated",Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,Yes,Free,Yes,NA,NA,NA,Indian; Buffets; Caterers; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,NA
77,Asya Indian Restaurant,46 Henry St,11201,235,3.0,Brooklyn Heights,A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Full Bar,NA,No,No,No,NA,NA,Yes,Indian; ,NA,NA,NA,NA,Dinner,NA,NA
78,Cumin Flavor Of India,8242 E 71st St,74133,112,4.0,Midtown,NA,$11-30,Yes,Yes,Yes,Yes,Yes,No,Private Lot,Yes,Yes,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,Yes,Yes,Indian; Buffets; ,NA,NA,Yes,NA,"Lunch, Dinner",Casual,Yes
79,Tandoori Guys,2039 W Houston St,74012,54,4.0,Midtown,NA,$11-30,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Casual,Quiet,NA,NA,No,Free,Yes,NA,Yes,Yes,Indian; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,NA
80,Himalayas Aroma of India,4844 S Memorial Dr,74145,69,4.0,Midtown,NA,$11-30,Yes,No,No,Yes,Yes,NA,Private Lot,No,NA,Yes,Yes,Casual,Average,No,NA,No,No,No,NA,Yes,NA,Indian; ,NA,NA,NA,NA,Lunch,Casual,NA
81,Eritrean & Ethiopian Cafe,6934 S Lewis Ave,74136,78,4.5,South Tulsa,NA,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Private Lot,No,Yes,Yes,Yes,Casual,Quiet,No,NA,Yes,No,No,NA,Yes,NA,Ethiopian; African; Vegetarian; ,NA,NA,NA,NA,"Lunch, Dinner","Casual, Trendy",NA
82,Tikka Kabab,11009 E 41st St,74146,38,4.5,East Tulsa,NA,NA,NA,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mediterranean; Mexican; Halal; ,NA,NA,NA,NA,NA,NA,NA
83,Desi Wok,3966 S Hudson Ave,74135,115,3.5,Midtown,NA,$11-30,NA,No,No,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Casual,Average,No,NA,No,No,Yes,NA,NA,Yes,Indian; ,NA,NA,NA,NA,NA,NA,NA
84,Hard Rock Casino the Buffet,19250-19254 Timbercrest Cir,74015,12,3.0,NA,NA,$11-30,NA,Yes,No,No,Yes,NA,NA,No,NA,Yes,Yes,Casual,Average,NA,NA,No,No,No,NA,Yes,NA,Buffets; ,NA,NA,NA,NA,NA,NA,NA
85,Polash,2179 3rd Ave,10035,195,4.0,East Harlem,C,$11-30,NA,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Quiet,Full Bar,NA,No,No,No,NA,NA,Yes,Indian; ,NA,NA,NA,NA,Dinner,Casual,NA
86,Delhi Masala,2077 Adam Clayton Powell Jr Blvd,10027,134,4.0,Harlem,A,$11-30,NA,Yes,Yes,Yes,Yes,NA,Street,Yes,Yes,Yes,Yes,Casual,Average,Beer & Wine Only,NA,Yes,Free,No,NA,Yes,Yes,Indian; Buffets; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,Yes
87,Bawarchi Indian Cuisine,1546 Madison Ave,10029,98,4.0,East Harlem,A,$11-30,NA,No,Yes,Yes,Yes,NA,NA,No,NA,Yes,No,Casual,Average,No,NA,No,No,No,NA,NA,Yes,Indian; Soup; Seafood; ,NA,NA,NA,NA,Lunch,NA,NA
88,Bengal Tiger Indian Food,58 W 56th StFl 2,10019,1361,4.5,Midtown West,A,$11-30,Yes,No,Yes,Yes,Yes,NA,"Garage, Street",Yes,NA,Yes,Yes,Casual,Average,No,No,No,No,No,No,NA,Yes,Indian; ,Yes,Yes,Yes,Yes,"Lunch, Dinner",Casual,NA
89,Mughlai Indian Cuisine,1724 2nd Ave,10128,350,4.5,"Yorkville, Upper East Side",A,$11-30,NA,No,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,No,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,Yes,Yes,Indian; ,NA,NA,NA,NA,"Lunch, Dinner","Casual, Intimate",NA
90,Bawarchi Indian Cuisine,1396 Madison Ave,10029,52,4.5,East Harlem,A,$11-30,NA,Yes,Yes,Yes,Yes,NA,NA,No,NA,No,No,Casual,Average,NA,NA,No,NA,NA,NA,No,NA,Indian; ,NA,NA,NA,NA,NA,NA,NA
91,Namaste India,880 River Rd,07020,235,4.0,NA,NA,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,No,NA,Yes,Yes,Casual,Average,No,NA,No,No,No,NA,Yes,Yes,Indian; ,NA,NA,Yes,NA,"Lunch, Dinner","Casual, Intimate",NA
92,Doaba Deli,945 Columbus Ave,10025,216,4.5,Manhattan Valley,NA,Under $10,Yes,No,Yes,Yes,No,NA,Street,Yes,NA,Yes,No,Casual,Average,No,NA,No,No,Yes,NA,NA,Yes,Indian; Vegetarian; ,NA,NA,NA,NA,"Lunch, Dinner",NA,Yes
93,The Drunken Munkey,338 E 92nd St,10128,808,4.5,"Yorkville, Upper East Side",A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,No,Yes,Casual,Average,Full Bar,NA,No,Free,Yes,NA,NA,Yes,Indian; Cocktail Bars; ,NA,NA,NA,NA,Dinner,Intimate,NA
94,Indian Accent,123 W 56th St,10019,425,4.5,Midtown West,A,Above $61,NA,Yes,No,No,Yes,NA,NA,No,Yes,No,Yes,Dressy,Average,Full Bar,NA,Yes,No,No,NA,Yes,No,Indian; ,NA,NA,NA,NA,Dinner,"Classy, Upscale",Yes
