,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
336,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese Curry; Noodles; Beer Bar; ,No,No,No,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Abiko Curry,"Koreatown, Midtown West",4.0,506,10001,2 W 32nd St
337,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,C,NA,NA,Average,No,"Garage, Street",Yes,Yes,NA,NA,Free,$11-30,Evergreen On 38,Midtown East,3.5,211,10016,10 E 38th St
338,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Vietnamese; Asian Fusion; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Hyo Dong Gak,Midtown West,3.5,379,10001,51 W 35th St
339,No,Yes,No,Divey,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,Under $10,Taste Good,Flatiron,3.5,85,10010,18 W 25th St
340,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Main Noodle House,Midtown West,3.5,368,10018,1011 6th Ave
341,No,Yes,Beer & Wine Only,NA,NA,No,Asian Fusion; Korean; Tapas Bars; ,No,No,No,Yes,NA,NA,NA,Yes,NA,NA,NA,No,NA,NA,NA,NA,Yes,NA,No,Yes,Yes,Yes,Free,NA,Hortus NYC,"Flatiron, Midtown East",4.5,45,10016,271 5th Ave
342,NA,Yes,Beer & Wine Only,"Casual, Trendy",Casual,No,Korean; Tapas/Small Plates; Asian Fusion; ,No,No,No,NA,Dinner,Yes,No,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,No,No,$31-60,Atoboy,Flatiron,4.5,243,10016,43 E 28th St
343,NA,Yes,No,NA,Casual,No,Chinese; Japanese; ,NA,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,NA,Yes,Yes,NA,NA,NA,Under $10,Hong Kong Chinese Restaurant,Midtown East,3.5,32,10016,174 Lexington Ave
344,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Korean; Barbeque; Noodles; ,No,No,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,New Wonjo Restaurant,"Koreatown, Midtown West",3.5,1177,10001,23 W 32nd St
345,NA,NA,NA,NA,NA,NA,Chinese; Fast Food; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Mr Bing,Chelsea,4.0,1,10001,152 W 28th St
346,NA,Yes,Full Bar,Casual,NA,Yes,Chicken Wings; Korean; Asian Fusion; ,Yes,Yes,NA,Yes,"Lunch, Dinner, Late Night",Yes,Yes,Yes,Yes,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Bonchon - NYC 5th Ave,"Koreatown, Midtown East",3.5,958,10016,325 5th Ave
347,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Ramen; Noodles; Soup; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,No,Yes,NA,NA,No,A,NA,NA,Average,No,Street,No,No,Yes,Yes,No,$11-30,ICHIRAN Midtown,Midtown West,3.5,265,10001,132 W 31st St
348,NA,Yes,Full Bar,Casual,Casual,Yes,Sushi Bars; Ramen; Asian Fusion; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,Yes,Yes,NA,Yes,Yes,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Norikoh,Midtown East,4.0,432,10016,10 E 39th St
349,NA,Yes,Full Bar,NA,Casual,No,Chinese; Japanese; Bars; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,No,No,$11-30,Chef 28,Flatiron,3.0,111,10016,29 E 28th St
350,NA,Yes,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,$11-30,China Palace,Midtown East,2.5,2,10016,21 E 33rd St
351,NA,NA,NA,NA,NA,NA,Chinese; Vegetarian; Food Stands; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,$11-30,Hong Kong Street Cart At Broadway Bites,Midtown West,4.0,1,10001,968 Avenue Of The Americas
352,NA,Yes,Beer & Wine Only,"Casual, Trendy",Casual,No,Ramen; Noodles; ,No,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,B,Yes,Yes,Average,No,NA,Yes,Yes,Yes,Yes,No,$11-30,Kame Ramen,Midtown East,4.5,301,10016,435 Park Ave S
353,NA,Yes,Full Bar,Casual,Casual,Yes,Karaoke; American (New); Asian Fusion; ,No,NA,NA,NA,"Dinner, Late Night",Yes,No,Yes,NA,NA,NA,Yes,A,NA,Yes,Loud,No,Street,Yes,Yes,NA,NA,Free,$11-30,Japas 38,Midtown East,3.5,261,10016,9 E 38th St
354,NA,Yes,No,Casual,Casual,NA,Mexican; Food Trucks; Asian Fusion; ,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Very Loud,No,Street,Yes,No,NA,NA,Free,Under $10,SeoulFood Truck,Midtown East,3.0,83,10022,303 5th AveSte 405
355,NA,NA,NA,NA,NA,NA,Kosher; Chinese; Sushi Bars; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kosher In Midtown,"Murray Hill, Midtown East",5.0,1,10016,43 East 34th St
356,NA,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Asian Fusion; Noodles; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,wagamama,Flatiron,3.5,595,10010,210 5th Ave
357,NA,Yes,NA,NA,Casual,NA,Chinese; Noodles; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,B,NA,NA,Quiet,No,Street,Yes,No,NA,NA,NA,Under $10,Hong Kong Noodle 2,Midtown East,2.5,37,10016,174 Lexington Ave
358,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human Rights In China,Midtown West,NA,NA,10118,350 5th AveSte 3311
359,NA,NA,NA,NA,NA,NA,Chinese; Thai; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wild Ginger,"Flatiron, Midtown East",5.0,1,10016,46 E 29th St
360,NA,NA,No,NA,NA,NA,Asian Fusion; ,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Tung Sing,Midtown East,2.0,2,10016,15 E 31st St
361,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China Jiangsu Tex Ny,Midtown West,NA,NA,10018,40 W 37th StRm 504
362,NA,Yes,No,NA,Casual,No,Chinese; Japanese; ,NA,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,NA,Yes,Yes,NA,NA,NA,Under $10,Hong Kong Chinese Restaurant,Midtown East,3.5,32,10016,174 Lexington Ave
363,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Korean; Barbeque; Noodles; ,No,No,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,New Wonjo Restaurant,"Koreatown, Midtown West",3.5,1177,10001,23 W 32nd St
364,NA,NA,NA,NA,NA,NA,Chinese; Fast Food; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Mr Bing,Chelsea,4.0,1,10001,152 W 28th St
365,NA,Yes,Full Bar,Casual,NA,Yes,Chicken Wings; Korean; Asian Fusion; ,Yes,Yes,NA,Yes,"Lunch, Dinner, Late Night",Yes,Yes,Yes,Yes,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Bonchon - NYC 5th Ave,"Koreatown, Midtown East",3.5,958,10016,325 5th Ave
366,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Ramen; Noodles; Soup; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,No,Yes,NA,NA,No,A,NA,NA,Average,No,Street,No,No,Yes,Yes,No,$11-30,ICHIRAN Midtown,Midtown West,3.5,265,10001,132 W 31st St
367,NA,Yes,Full Bar,Casual,Casual,Yes,Sushi Bars; Ramen; Asian Fusion; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,Yes,Yes,NA,Yes,Yes,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Norikoh,Midtown East,4.0,432,10016,10 E 39th St
368,NA,Yes,Full Bar,NA,Casual,No,Chinese; Japanese; Bars; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,No,No,$11-30,Chef 28,Flatiron,3.0,111,10016,29 E 28th St
369,NA,Yes,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,$11-30,China Palace,Midtown East,2.5,2,10016,21 E 33rd St
370,NA,NA,NA,NA,NA,NA,Chinese; Vegetarian; Food Stands; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,$11-30,Hong Kong Street Cart At Broadway Bites,Midtown West,4.0,1,10001,968 Avenue Of The Americas
371,NA,Yes,Beer & Wine Only,"Casual, Trendy",Casual,No,Ramen; Noodles; ,No,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,B,Yes,Yes,Average,No,NA,Yes,Yes,Yes,Yes,No,$11-30,Kame Ramen,Midtown East,4.5,301,10016,435 Park Ave S
372,NA,Yes,Full Bar,Casual,Casual,Yes,Karaoke; American (New); Asian Fusion; ,No,NA,NA,NA,"Dinner, Late Night",Yes,No,Yes,NA,NA,NA,Yes,A,NA,Yes,Loud,No,Street,Yes,Yes,NA,NA,Free,$11-30,Japas 38,Midtown East,3.5,261,10016,9 E 38th St
373,NA,Yes,No,Casual,Casual,NA,Mexican; Food Trucks; Asian Fusion; ,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Very Loud,No,Street,Yes,No,NA,NA,Free,Under $10,SeoulFood Truck,Midtown East,3.0,83,10022,303 5th AveSte 405
374,NA,NA,NA,NA,NA,NA,Kosher; Chinese; Sushi Bars; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kosher In Midtown,"Murray Hill, Midtown East",5.0,1,10016,43 East 34th St
375,NA,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Asian Fusion; Noodles; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,wagamama,Flatiron,3.5,595,10010,210 5th Ave
376,NA,Yes,NA,NA,Casual,NA,Chinese; Noodles; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,B,NA,NA,Quiet,No,Street,Yes,No,NA,NA,NA,Under $10,Hong Kong Noodle 2,Midtown East,2.5,37,10016,174 Lexington Ave
377,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human Rights In China,Midtown West,NA,NA,10118,350 5th AveSte 3311
378,NA,NA,NA,NA,NA,NA,Chinese; Thai; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wild Ginger,"Flatiron, Midtown East",5.0,1,10016,46 E 29th St
379,NA,NA,No,NA,NA,NA,Asian Fusion; ,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Tung Sing,Midtown East,2.0,2,10016,15 E 31st St
380,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China Jiangsu Tex Ny,Midtown West,NA,NA,10018,40 W 37th StRm 504
381,No,Yes,No,Casual,Casual,Yes,Chinese; Sushi Bars; Kosher; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Eden Wok,"Murray Hill, Midtown East",2.5,105,10016,43 E 34th St
382,NA,NA,NA,NA,NA,NA,Chinese; Noodles; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mee Noodle Shop and Grill,Midtown East,4.0,1,10016,174 Lexington Ave
383,NA,Yes,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,128 Madison Avenue Chinese Restaurant,Midtown East,NA,NA,10016,128 Madison Ave
384,NA,Yes,Beer & Wine Only,Intimate,Casual,No,Korean; Vegan; Asian Fusion; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,No,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$11-30,Franchia Vegan Cafe,"Murray Hill, Midtown East",4.0,814,10016,12 Park Ave
385,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Epicurean Chinese Restaurant,Midtown East,NA,NA,10016,115 Madison Ave
386,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China Seas,Midtown East,NA,NA,10016,152 Madison Ave
387,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,No,$11-30,Szechuan Garden,Manhattan Valley,4.0,219,10025,239 W 105th St
388,NA,Yes,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,NA,Yes,Free,NA,Atlas Kitchen,Manhattan Valley,4.0,28,10025,258 W 109th St
389,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Happy Hot Hunan,Manhattan Valley,3.5,129,10025,969 Amsterdam Ave
390,No,Yes,No,NA,NA,Yes,Chinese; ,No,Yes,No,NA,NA,No,NA,No,NA,NA,NA,Yes,NA,NA,Yes,NA,No,Street,Yes,Yes,Yes,Yes,Free,NA,yu kitchen,Manhattan Valley,4.0,21,10025,2656 Broadway
391,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Xi’an Famous Foods,Manhattan Valley,4.0,335,10025,2675 Broadway
392,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Cantonese; Noodles; Szechuan; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,B,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Ollie’s Noodle Shop & Grille,Manhattan Valley,3.0,139,10025,2705 Broadway
393,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; Peruvian; Cocktail Bars; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,B,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,$11-30,Flor de Mayo,Manhattan Valley,4.0,504,10025,2651 Broadway
394,No,Yes,No,Casual,Casual,No,Hot Pot; Chinese; ,No,No,No,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,No,Yes,Yes,Yes,Free,$11-30,Red Hot Hot Pot,Manhattan Valley,4.0,50,10025,1000 Columbus Ave
395,NA,Yes,No,Casual,Casual,Yes,Barbeque; Sushi Bars; Chinese; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Uncle Luoyang,Manhattan Valley,3.5,107,10025,928 Amsterdam Ave
396,NA,Yes,No,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,New Kam Lai,Manhattan Valley,3.5,23,10025,890 Amsterdam Ave
397,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,Yes,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Han Dynasty,Upper West Side,4.0,481,10024,215 W 85th St
398,No,Yes,Beer & Wine Only,Casual,Casual,No,Hot Pot; Chinese; ,Yes,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,No,Yes,No,$11-30,108 Food Dried Hot Pot,Manhattan Valley,3.5,109,10025,2794 Broadway
399,NA,NA,NA,NA,NA,NA,Szechuan; ,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Grain House,Manhattan Valley,4.0,35,10025,929 Amsterdam Ave
400,NA,Yes,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,No,Under $10,Hunan Chen’s Kitchen,Manhattan Valley,3.0,37,10025,1003 Columbus AveSte A
401,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Malaysian; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Malaysia Grill,Manhattan Valley,4.0,260,10024,224 W 104th St
402,NA,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Pearls,Manhattan Valley,3.0,138,10025,796 Amsterdam Ave
403,No,Yes,NA,NA,Casual,Yes,Chinese; ,No,No,No,NA,NA,No,No,NA,NA,NA,NA,No,A,NA,NA,NA,No,Street,Yes,No,No,No,No,Under $10,Szechuan Garden Kitchen,Harlem,4.0,16,10026,2076 8th Ave
404,No,Yes,No,"Casual, Trendy",Casual,No,Chinese; Noodles; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,Yes,No,No,Yes,Free,$11-30,Junzi Kitchen,Morningside Heights,4.0,131,10025,2896 Broadway
405,NA,Yes,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,NA,Under $10,Empire Garden,Manhattan Valley,2.0,29,10025,911 Columbus Ave
406,NA,Yes,Full Bar,Casual,Casual,Yes,Thai; Noodles; Soup; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,Thai Market,Manhattan Valley,4.0,904,10025,960 Amsterdam Ave
407,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; Peruvian; Cocktail Bars; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,$11-30,Flor De Mayo,Upper West Side,4.0,1091,10024,484 Amsterdam Ave
408,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Asian Fusion; Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,La Salle Dumpling Room,Harlem,4.0,188,10027,3141 Broadway
409,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,Lunch,No,No,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,No,NA,No,Under $10,Yummy City,East Harlem,4.0,33,10029,1557 Lexington Ave
410,NA,No,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,No,Under $10,New King Wok Restaurant,Harlem,3.5,11,10027,2025 7th Ave
411,NA,Yes,Full Bar,NA,Casual,Yes,Chinese; Sushi Bars; Japanese; ,Yes,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Hunan Park,Upper West Side,3.0,79,10025,721 Columbus Ave
412,NA,Yes,No,Casual,Casual,Yes,Chinese; Noodles; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,Yes,NA,No,$11-30,Noodle Fun,"Yorkville, Upper East Side",4.0,128,10128,1744 1st Ave
413,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,Yes,No,$11-30,La Nueva Victoria,Upper West Side,3.0,81,10025,2536 Broadway
414,NA,No,No,NA,Casual,Yes,Food Trucks; Chinese; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Uncle Luoyang,Morningside Heights,3.5,30,10027,3010 Broadway
415,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ten Ming Gong Zhe,Manhattan Valley,NA,NA,10025,929 Amsterdam Ave
416,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,Yes,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Han Dynasty,Upper West Side,4.0,481,10024,215 W 85th St
417,No,Yes,Beer & Wine Only,Casual,Casual,No,Hot Pot; Chinese; ,Yes,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,No,Yes,No,$11-30,108 Food Dried Hot Pot,Manhattan Valley,3.5,109,10025,2794 Broadway
418,NA,NA,NA,NA,NA,NA,Szechuan; ,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Grain House,Manhattan Valley,4.0,35,10025,929 Amsterdam Ave
419,NA,Yes,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,No,Under $10,Hunan Chen’s Kitchen,Manhattan Valley,3.0,37,10025,1003 Columbus AveSte A
420,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Malaysian; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Malaysia Grill,Manhattan Valley,4.0,260,10024,224 W 104th St
421,NA,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Pearls,Manhattan Valley,3.0,138,10025,796 Amsterdam Ave
422,No,Yes,NA,NA,Casual,Yes,Chinese; ,No,No,No,NA,NA,No,No,NA,NA,NA,NA,No,A,NA,NA,NA,No,Street,Yes,No,No,No,No,Under $10,Szechuan Garden Kitchen,Harlem,4.0,16,10026,2076 8th Ave
423,No,Yes,No,"Casual, Trendy",Casual,No,Chinese; Noodles; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,NA,Average,Yes,Street,Yes,No,No,Yes,Free,$11-30,Junzi Kitchen,Morningside Heights,4.0,131,10025,2896 Broadway
424,NA,Yes,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,NA,Under $10,Empire Garden,Manhattan Valley,2.0,29,10025,911 Columbus Ave
