,0
329,http://www.yelp.com/biz/norikoh-new-york?osq=Chinese+restaurants
330,http://www.yelp.com/biz/chef-28-new-york?osq=Chinese+restaurants
331,http://www.yelp.com/biz/china-palace-new-york?osq=Chinese+restaurants
332,http://www.yelp.com/biz/hong-kong-street-cart-at-broadway-bites-new-york?osq=Chinese+restaurants
333,http://www.yelp.com/biz/jian-bing-man-new-york?osq=Chinese+restaurants
334,http://www.yelp.com/biz/spice-symphony-new-york?osq=Chinese+restaurants
335,http://www.yelp.com/biz/5th-avenue-empire-cafe-manhattan?osq=Chinese+restaurants
336,http://www.yelp.com/biz/abiko-curry-new-york-2?osq=Chinese+restaurants
337,http://www.yelp.com/biz/evergreen-on-38-new-york?osq=Chinese+restaurants
338,http://www.yelp.com/biz/hyo-dong-gak-new-york?osq=Chinese+restaurants
339,http://www.yelp.com/biz/taste-good-new-york?osq=Chinese+restaurants
340,http://www.yelp.com/biz/main-noodle-house-new-york?osq=Chinese+restaurants
341,http://www.yelp.com/biz/hortus-nyc-new-york?osq=Chinese+restaurants
342,http://www.yelp.com/biz/atoboy-new-york?osq=Chinese+restaurants
343,http://www.yelp.com/biz/hong-kong-chinese-restaurant-new-york-2?osq=Chinese+restaurants
344,http://www.yelp.com/biz/new-wonjo-restaurant-new-york?osq=Chinese+restaurants
345,http://www.yelp.com/biz/mr-bing-new-york-9?osq=Chinese+restaurants
346,http://www.yelp.com/biz/bonchon-nyc-5th-ave-new-york?osq=Chinese+restaurants
347,http://www.yelp.com/biz/ichiran-midtown-new-york?osq=Chinese+restaurants
348,http://www.yelp.com/biz/norikoh-new-york?osq=Chinese+restaurants
349,http://www.yelp.com/biz/chef-28-new-york?osq=Chinese+restaurants
350,http://www.yelp.com/biz/china-palace-new-york?osq=Chinese+restaurants
351,http://www.yelp.com/biz/hong-kong-street-cart-at-broadway-bites-new-york?osq=Chinese+restaurants
352,http://www.yelp.com/biz/kame-ramen-new-york-2?osq=Chinese+restaurants
353,http://www.yelp.com/biz/japas-38-new-york?osq=Chinese+restaurants
354,http://www.yelp.com/biz/seoulfood-truck-new-york?osq=Chinese+restaurants
355,http://www.yelp.com/biz/kosher-in-midtown-new-york-2?osq=Chinese+restaurants
356,http://www.yelp.com/biz/wagamama-new-york?osq=Chinese+restaurants
357,http://www.yelp.com/biz/hong-kong-noodle-2-new-york?osq=Chinese+restaurants
358,http://www.yelp.com/biz/human-rights-in-china-new-york-2?osq=Chinese+restaurants
359,http://www.yelp.com/biz/wild-ginger-new-york-5?osq=Chinese+restaurants
360,http://www.yelp.com/biz/tung-sing-new-york?osq=Chinese+restaurants
361,http://www.yelp.com/biz/china-jiangsu-tex-ny-new-york?osq=Chinese+restaurants
362,http://www.yelp.com/biz/hong-kong-chinese-restaurant-new-york-2?osq=Chinese+restaurants
363,http://www.yelp.com/biz/new-wonjo-restaurant-new-york?osq=Chinese+restaurants
364,http://www.yelp.com/biz/mr-bing-new-york-9?osq=Chinese+restaurants
365,http://www.yelp.com/biz/bonchon-nyc-5th-ave-new-york?osq=Chinese+restaurants
366,http://www.yelp.com/biz/ichiran-midtown-new-york?osq=Chinese+restaurants
367,http://www.yelp.com/biz/norikoh-new-york?osq=Chinese+restaurants
368,http://www.yelp.com/biz/chef-28-new-york?osq=Chinese+restaurants
369,http://www.yelp.com/biz/china-palace-new-york?osq=Chinese+restaurants
370,http://www.yelp.com/biz/hong-kong-street-cart-at-broadway-bites-new-york?osq=Chinese+restaurants
371,http://www.yelp.com/biz/kame-ramen-new-york-2?osq=Chinese+restaurants
372,http://www.yelp.com/biz/japas-38-new-york?osq=Chinese+restaurants
373,http://www.yelp.com/biz/seoulfood-truck-new-york?osq=Chinese+restaurants
374,http://www.yelp.com/biz/kosher-in-midtown-new-york-2?osq=Chinese+restaurants
375,http://www.yelp.com/biz/wagamama-new-york?osq=Chinese+restaurants
376,http://www.yelp.com/biz/hong-kong-noodle-2-new-york?osq=Chinese+restaurants
377,http://www.yelp.com/biz/human-rights-in-china-new-york-2?osq=Chinese+restaurants
378,http://www.yelp.com/biz/wild-ginger-new-york-5?osq=Chinese+restaurants
379,http://www.yelp.com/biz/tung-sing-new-york?osq=Chinese+restaurants
380,http://www.yelp.com/biz/china-jiangsu-tex-ny-new-york?osq=Chinese+restaurants
381,http://www.yelp.com/biz/eden-wok-new-york-3?osq=Chinese+restaurants
382,http://www.yelp.com/biz/mee-noodle-shop-and-grill-new-york-6?osq=Chinese+restaurants
383,http://www.yelp.com/biz/128-madison-avenue-chinese-restaurant-new-york?osq=Chinese+restaurants
384,http://www.yelp.com/biz/franchia-vegan-cafe-new-york?osq=Chinese+restaurants
385,http://www.yelp.com/biz/new-epicurean-chinese-restaurant-new-york?osq=Chinese+restaurants
386,http://www.yelp.com/biz/china-seas-new-york?osq=Chinese+restaurants
387,http://www.yelp.com/biz/szechuan-garden-new-york?osq=Chinese+restaurants
388,http://www.yelp.com/biz/atlas-kitchen-new-york?osq=Chinese+restaurants
389,http://www.yelp.com/biz/happy-hot-hunan-new-york?osq=Chinese+restaurants
390,http://www.yelp.com/biz/yu-kitchen-new-york-3?osq=Chinese+restaurants
391,http://www.yelp.com/biz/xian-famous-foods-new-york-8?osq=Chinese+restaurants
392,http://www.yelp.com/biz/ollies-noodle-shop-and-grille-new-york?osq=Chinese+restaurants
393,http://www.yelp.com/biz/flor-de-mayo-new-york-3?osq=Chinese+restaurants
394,http://www.yelp.com/biz/red-hot-hot-pot-new-york?osq=Chinese+restaurants
395,http://www.yelp.com/biz/uncle-luoyang-new-york-3?osq=Chinese+restaurants
396,http://www.yelp.com/biz/new-kam-lai-new-york?osq=Chinese+restaurants
397,http://www.yelp.com/biz/han-dynasty-new-york-4?osq=Chinese+restaurants
398,http://www.yelp.com/biz/108-food-dried-hot-pot-new-york-2?osq=Chinese+restaurants
399,http://www.yelp.com/biz/grain-house-new-york-2?osq=Chinese+restaurants
400,http://www.yelp.com/biz/hunan-chens-kitchen-new-york-160?osq=Chinese+restaurants
401,http://www.yelp.com/biz/malaysia-grill-new-york?osq=Chinese+restaurants
402,http://www.yelp.com/biz/pearls-new-york-2?osq=Chinese+restaurants
403,http://www.yelp.com/biz/szechuan-garden-kitchen-new-york?osq=Chinese+restaurants
404,http://www.yelp.com/biz/junzi-kitchen-new-york?osq=Chinese+restaurants
405,http://www.yelp.com/biz/empire-garden-new-york?osq=Chinese+restaurants
406,http://www.yelp.com/biz/thai-market-new-york?osq=Chinese+restaurants
407,http://www.yelp.com/biz/flor-de-mayo-new-york-2?osq=Chinese+restaurants
408,http://www.yelp.com/biz/la-salle-dumpling-room-new-york?osq=Chinese+restaurants
409,http://www.yelp.com/biz/yummy-city-new-york?osq=Chinese+restaurants
410,http://www.yelp.com/biz/new-king-wok-restaurant-new-york?osq=Chinese+restaurants
411,http://www.yelp.com/biz/hunan-park-new-york-3?osq=Chinese+restaurants
412,http://www.yelp.com/biz/noodle-fun-new-york?osq=Chinese+restaurants
413,http://www.yelp.com/biz/la-nueva-victoria-new-york?osq=Chinese+restaurants
414,http://www.yelp.com/biz/uncle-luoyang-new-york-5?osq=Chinese+restaurants
415,http://www.yelp.com/biz/ten-ming-gong-zhe-new-york?osq=Chinese+restaurants
416,http://www.yelp.com/biz/han-dynasty-new-york-4?osq=Chinese+restaurants
417,http://www.yelp.com/biz/108-food-dried-hot-pot-new-york-2?osq=Chinese+restaurants
418,http://www.yelp.com/biz/grain-house-new-york-2?osq=Chinese+restaurants
419,http://www.yelp.com/biz/hunan-chens-kitchen-new-york-160?osq=Chinese+restaurants
420,http://www.yelp.com/biz/malaysia-grill-new-york?osq=Chinese+restaurants
421,http://www.yelp.com/biz/pearls-new-york-2?osq=Chinese+restaurants
422,http://www.yelp.com/biz/szechuan-garden-kitchen-new-york?osq=Chinese+restaurants
423,http://www.yelp.com/biz/junzi-kitchen-new-york?osq=Chinese+restaurants
424,http://www.yelp.com/biz/empire-garden-new-york?osq=Chinese+restaurants
425,http://www.yelp.com/biz/thai-market-new-york?osq=Chinese+restaurants
426,http://www.yelp.com/biz/flor-de-mayo-new-york-2?osq=Chinese+restaurants
427,http://www.yelp.com/biz/la-salle-dumpling-room-new-york?osq=Chinese+restaurants
428,http://www.yelp.com/biz/yummy-city-new-york?osq=Chinese+restaurants
429,http://www.yelp.com/biz/new-king-wok-restaurant-new-york?osq=Chinese+restaurants
430,http://www.yelp.com/biz/hunan-park-new-york-3?osq=Chinese+restaurants
431,http://www.yelp.com/biz/noodle-fun-new-york?osq=Chinese+restaurants
432,http://www.yelp.com/biz/la-nueva-victoria-new-york?osq=Chinese+restaurants
433,http://www.yelp.com/biz/uncle-luoyang-new-york-5?osq=Chinese+restaurants
434,http://www.yelp.com/biz/ten-ming-gong-zhe-new-york?osq=Chinese+restaurants
435,http://www.yelp.com/biz/wok-88-new-york?osq=Chinese+restaurants
436,http://www.yelp.com/biz/ozen-new-york-2?osq=Chinese+restaurants
437,http://www.yelp.com/biz/dun-huang-new-york-3?osq=Chinese+restaurants
438,http://www.yelp.com/biz/redfarm-new-york-2?osq=Chinese+restaurants
439,http://www.yelp.com/biz/new-kam-lai-chinese-new-york?osq=Chinese+restaurants
440,http://www.yelp.com/biz/empire-new-york-3?osq=Chinese+restaurants
441,http://www.yelp.com/biz/zhengs-river-restaurant-new-york?osq=Chinese+restaurants
442,http://www.yelp.com/biz/bennys-lung-sheng-new-york?osq=Chinese+restaurants
443,http://www.yelp.com/biz/china-king-new-york?osq=Chinese+restaurants
444,http://www.yelp.com/biz/peking-kitchen-ii-new-york?osq=Chinese+restaurants
445,http://www.yelp.com/biz/mei-chung-mei-restaurant-bronx?osq=Chinese+restaurants
446,http://www.yelp.com/biz/china-wang-bronx?osq=Chinese+restaurants
447,http://www.yelp.com/biz/little-china-city-bronx?osq=Chinese+restaurants
448,http://www.yelp.com/biz/lotus-express-manhattan?osq=Chinese+restaurants
449,http://www.yelp.com/biz/panda-restaurant-bronx?osq=Chinese+restaurants
450,http://www.yelp.com/biz/double-dragon-restaurant-new-york-2?osq=Chinese+restaurants
451,http://www.yelp.com/biz/good-taste-chinese-restaurant-bronx-3?osq=Chinese+restaurants
452,http://www.yelp.com/biz/new-kam-sheng-bronx?osq=Chinese+restaurants
453,http://www.yelp.com/biz/kai-fan-asian-cuisine-bronx?osq=Chinese+restaurants
454,http://www.yelp.com/biz/moon-star-grill-riverdale?osq=Chinese+restaurants
455,http://www.yelp.com/biz/hung-ying-chinese-take-out-bronx?osq=Chinese+restaurants
456,http://www.yelp.com/biz/amys-restaurant-new-york?osq=Chinese+restaurants
457,http://www.yelp.com/biz/golden-city-chinese-takeout-bronx?osq=Chinese+restaurants
458,http://www.yelp.com/biz/wai-kang-restaurant-new-york?osq=Chinese+restaurants
459,http://www.yelp.com/biz/hang-lee-chinese-new-york?osq=Chinese+restaurants
460,http://www.yelp.com/biz/panda-house-new-york-2?osq=Chinese+restaurants
461,http://www.yelp.com/biz/mei-mei-restaurant-bronx?osq=Chinese+restaurants
462,http://www.yelp.com/biz/no-1-restaurant-new-york-2?osq=Chinese+restaurants
463,http://www.yelp.com/biz/great-wall-chinese-food-west-bronx?osq=Chinese+restaurants
464,http://www.yelp.com/biz/happy-garden-bronx-3?osq=Chinese+restaurants
465,http://www.yelp.com/biz/chinito-latino-new-york-2?osq=Chinese+restaurants
466,http://www.yelp.com/biz/lin-home-chinese-restaurant-bronx?osq=Chinese+restaurants
467,http://www.yelp.com/biz/empire-19-bronx?osq=Chinese+restaurants
468,http://www.yelp.com/biz/u-like-chinese-take-out-new-york?osq=Chinese+restaurants
469,http://www.yelp.com/biz/foo-hing-kitchen-bronx?osq=Chinese+restaurants
470,http://www.yelp.com/biz/new-luen-hing-bronx?osq=Chinese+restaurants
471,http://www.yelp.com/biz/number-one-restaurant-bronx-2?osq=Chinese+restaurants
472,http://www.yelp.com/biz/pick-up-six-bronx?osq=Chinese+restaurants
473,http://www.yelp.com/biz/china-sea-manhattan?osq=Chinese+restaurants
474,http://www.yelp.com/biz/hung-ying-chinese-take-out-bronx?osq=Chinese+restaurants
475,http://www.yelp.com/biz/amys-restaurant-new-york?osq=Chinese+restaurants
476,http://www.yelp.com/biz/golden-city-chinese-takeout-bronx?osq=Chinese+restaurants
477,http://www.yelp.com/biz/wai-kang-restaurant-new-york?osq=Chinese+restaurants
478,http://www.yelp.com/biz/hang-lee-chinese-new-york?osq=Chinese+restaurants
479,http://www.yelp.com/biz/panda-house-new-york-2?osq=Chinese+restaurants
480,http://www.yelp.com/biz/mei-mei-restaurant-bronx?osq=Chinese+restaurants
481,http://www.yelp.com/biz/no-1-restaurant-new-york-2?osq=Chinese+restaurants
482,http://www.yelp.com/biz/great-wall-chinese-food-west-bronx?osq=Chinese+restaurants
483,http://www.yelp.com/biz/happy-garden-bronx-3?osq=Chinese+restaurants
484,http://www.yelp.com/biz/chinito-latino-new-york-2?osq=Chinese+restaurants
485,http://www.yelp.com/biz/lin-home-chinese-restaurant-bronx?osq=Chinese+restaurants
486,http://www.yelp.com/biz/empire-19-bronx?osq=Chinese+restaurants
487,http://www.yelp.com/biz/u-like-chinese-take-out-new-york?osq=Chinese+restaurants
488,http://www.yelp.com/biz/foo-hing-kitchen-bronx?osq=Chinese+restaurants
489,http://www.yelp.com/biz/new-luen-hing-bronx?osq=Chinese+restaurants
490,http://www.yelp.com/biz/number-one-restaurant-bronx-2?osq=Chinese+restaurants
491,http://www.yelp.com/biz/pick-up-six-bronx?osq=Chinese+restaurants
492,http://www.yelp.com/biz/china-sea-manhattan?osq=Chinese+restaurants
493,http://www.yelp.com/biz/yeung-hing-restuarant-bronx?osq=Chinese+restaurants
494,http://www.yelp.com/biz/number-8-chinese-restaurant-bronx?osq=Chinese+restaurants
495,http://www.yelp.com/biz/lucky-star-bronx?osq=Chinese+restaurants
496,http://www.yelp.com/biz/pioneer-chinese-restaurant-bronx?osq=Chinese+restaurants
497,http://www.yelp.com/biz/hong-kong-kitchen-bronx-2?osq=Chinese+restaurants
498,http://www.yelp.com/biz/china-wok-ii-bronx?osq=Chinese+restaurants
499,http://www.yelp.com/biz/china-city-bronx?osq=Chinese+restaurants
500,http://www.yelp.com/biz/golden-gate-restaurant-bronx?osq=Chinese+restaurants
501,http://www.yelp.com/biz/hong-kong-restaurant-bronx-3?osq=Chinese+restaurants
502,http://www.yelp.com/biz/new-yung-hong-chinese-restaurant-bronx?osq=Chinese+restaurants
503,http://www.yelp.com/biz/chinito-latino-new-york-2?osq=Chinese+restaurants
504,http://www.yelp.com/biz/lin-home-chinese-restaurant-bronx?osq=Chinese+restaurants
505,http://www.yelp.com/biz/empire-19-bronx?osq=Chinese+restaurants
506,http://www.yelp.com/biz/u-like-chinese-take-out-new-york?osq=Chinese+restaurants
507,http://www.yelp.com/biz/foo-hing-kitchen-bronx?osq=Chinese+restaurants
508,http://www.yelp.com/biz/new-luen-hing-bronx?osq=Chinese+restaurants
509,http://www.yelp.com/biz/number-one-restaurant-bronx-2?osq=Chinese+restaurants
510,http://www.yelp.com/biz/pick-up-six-bronx?osq=Chinese+restaurants
511,http://www.yelp.com/biz/china-sea-manhattan?osq=Chinese+restaurants
512,http://www.yelp.com/biz/yeung-hing-restuarant-bronx?osq=Chinese+restaurants
513,http://www.yelp.com/biz/number-8-chinese-restaurant-bronx?osq=Chinese+restaurants
514,http://www.yelp.com/biz/lucky-star-bronx?osq=Chinese+restaurants
515,http://www.yelp.com/biz/pioneer-chinese-restaurant-bronx?osq=Chinese+restaurants
516,http://www.yelp.com/biz/hong-kong-kitchen-bronx-2?osq=Chinese+restaurants
517,http://www.yelp.com/biz/china-wok-ii-bronx?osq=Chinese+restaurants
518,http://www.yelp.com/biz/china-city-bronx?osq=Chinese+restaurants
519,http://www.yelp.com/biz/golden-gate-restaurant-bronx?osq=Chinese+restaurants
520,http://www.yelp.com/biz/hong-kong-restaurant-bronx-3?osq=Chinese+restaurants
521,http://www.yelp.com/biz/new-yung-hong-chinese-restaurant-bronx?osq=Chinese+restaurants
522,http://www.yelp.com/biz/china-wok-restaurant-bronx?osq=Chinese+restaurants
523,http://www.yelp.com/biz/ten-tan-chinese-restaurant-new-york?osq=Chinese+restaurants
524,http://www.yelp.com/biz/king-wok-bronx-2?osq=Chinese+restaurants
525,http://www.yelp.com/biz/1-chinese-kitchen-bronx?osq=Chinese+restaurants
526,http://www.yelp.com/biz/panda-express-bronx-2?osq=Chinese+restaurants
527,http://www.yelp.com/biz/new-peking-restaurant-bronx-2?osq=Chinese+restaurants
528,http://www.yelp.com/biz/chinese-room-restaurant-bronx?osq=Chinese+restaurants
529,http://www.yelp.com/biz/yeungs-number-1-chinese-restaurant-new-york?osq=Chinese+restaurants
530,http://www.yelp.com/biz/new-garden-chinese-restaurant-bronx?osq=Chinese+restaurants
531,http://www.yelp.com/biz/mei-fung-bronx?osq=Chinese+restaurants
532,http://www.yelp.com/biz/number-8-chinese-restaurant-bronx?osq=Chinese+restaurants
533,http://www.yelp.com/biz/lucky-star-bronx?osq=Chinese+restaurants
534,http://www.yelp.com/biz/pioneer-chinese-restaurant-bronx?osq=Chinese+restaurants
535,http://www.yelp.com/biz/hong-kong-kitchen-bronx-2?osq=Chinese+restaurants
536,http://www.yelp.com/biz/china-wok-ii-bronx?osq=Chinese+restaurants
537,http://www.yelp.com/biz/china-city-bronx?osq=Chinese+restaurants
538,http://www.yelp.com/biz/golden-gate-restaurant-bronx?osq=Chinese+restaurants
539,http://www.yelp.com/biz/hong-kong-restaurant-bronx-3?osq=Chinese+restaurants
540,http://www.yelp.com/biz/new-yung-hong-chinese-restaurant-bronx?osq=Chinese+restaurants
541,http://www.yelp.com/biz/china-wok-restaurant-bronx?osq=Chinese+restaurants
542,http://www.yelp.com/biz/ten-tan-chinese-restaurant-new-york?osq=Chinese+restaurants
543,http://www.yelp.com/biz/king-wok-bronx-2?osq=Chinese+restaurants
544,http://www.yelp.com/biz/1-chinese-kitchen-bronx?osq=Chinese+restaurants
545,http://www.yelp.com/biz/panda-express-bronx-2?osq=Chinese+restaurants
546,http://www.yelp.com/biz/new-peking-restaurant-bronx-2?osq=Chinese+restaurants
547,http://www.yelp.com/biz/chinese-room-restaurant-bronx?osq=Chinese+restaurants
548,http://www.yelp.com/biz/yeungs-number-1-chinese-restaurant-new-york?osq=Chinese+restaurants
549,http://www.yelp.com/biz/new-garden-chinese-restaurant-bronx?osq=Chinese+restaurants
550,http://www.yelp.com/biz/mei-fung-bronx?osq=Chinese+restaurants
551,http://www.yelp.com/biz/zhu-yuan-chinese-kitchen-bronx?osq=Chinese+restaurants
552,http://www.yelp.com/biz/new-king-wah-fordham-manor?osq=Chinese+restaurants
553,http://www.yelp.com/biz/fei-ming-chinese-restaurant-new-york?osq=Chinese+restaurants
554,http://www.yelp.com/biz/xin-xing-chinese-restaurant-bronx?osq=Chinese+restaurants
555,http://www.yelp.com/biz/seven-star-restaurant-bronx?osq=Chinese+restaurants
556,http://www.yelp.com/biz/ou-yang-new-york?osq=Chinese+restaurants
557,http://www.yelp.com/biz/buddakan-new-york?osq=Chinese+restaurants
558,http://www.yelp.com/biz/very-fresh-noodles-new-york?osq=Chinese+restaurants
559,http://www.yelp.com/biz/noodle-culture-new-york?osq=Chinese+restaurants
560,http://www.yelp.com/biz/chengdu-house-new-york?osq=Chinese+restaurants
561,http://www.yelp.com/biz/auntie-guans-kitchen-108-new-york?osq=Chinese+restaurants
562,http://www.yelp.com/biz/hao-noodle-chelsea-new-york-7?osq=Chinese+restaurants
563,http://www.yelp.com/biz/noodle-king-of-nyc-new-york-2?osq=Chinese+restaurants
564,http://www.yelp.com/biz/decoy-new-york?osq=Chinese+restaurants
565,http://www.yelp.com/biz/grand-sichuan-eastern-new-york-2?osq=Chinese+restaurants
566,http://www.yelp.com/biz/grand-sichuan-new-york-12?osq=Chinese+restaurants
567,http://www.yelp.com/biz/shorty-tang-noodle-shop-new-york?osq=Chinese+restaurants
568,http://www.yelp.com/biz/shu-han-ju-new-york-2?osq=Chinese+restaurants
569,http://www.yelp.com/biz/niu-noodle-house-new-york-9?osq=Chinese+restaurants
570,http://www.yelp.com/biz/excellent-dumpling-house-new-york-3?osq=Chinese+restaurants
571,http://www.yelp.com/biz/som-bo-new-york-2?osq=Chinese+restaurants
572,http://www.yelp.com/biz/bang-chengdu-street-kitchen-new-york-2?osq=Chinese+restaurants
573,http://www.yelp.com/biz/hao-noodle-and-tea-by-madam-zhus-kitchen-new-york?osq=Chinese+restaurants
574,http://www.yelp.com/biz/calle-dao-chelsea-new-york?osq=Chinese+restaurants
575,http://www.yelp.com/biz/yangs-chinese-food-new-york?osq=Chinese+restaurants
576,http://www.yelp.com/biz/mokbar-new-york?osq=Chinese+restaurants
577,http://www.yelp.com/biz/co-ba-new-york?osq=Chinese+restaurants
578,http://www.yelp.com/biz/chelsea-golden-wok-new-york?osq=Chinese+restaurants
579,http://www.yelp.com/biz/jue-lan-club-new-york?osq=Chinese+restaurants
580,http://www.yelp.com/biz/christophers-golden-woks-new-york?osq=Chinese+restaurants
581,http://www.yelp.com/biz/new-legend-new-york-2?osq=Chinese+restaurants
582,http://www.yelp.com/biz/philippe-by-philippe-chow-new-york-2?osq=Chinese+restaurants
583,http://www.yelp.com/biz/redfarm-new-york?osq=Chinese+restaurants
584,http://www.yelp.com/biz/sammys-noodle-shop-and-grill-new-york?osq=Chinese+restaurants
585,http://www.yelp.com/biz/shanghai-bun-matawan-4?osq=Chinese+restaurants
586,http://www.yelp.com/biz/shorty-tang-noodle-shop-new-york?osq=Chinese+restaurants
587,http://www.yelp.com/biz/shu-han-ju-new-york-2?osq=Chinese+restaurants
588,http://www.yelp.com/biz/niu-noodle-house-new-york-9?osq=Chinese+restaurants
589,http://www.yelp.com/biz/excellent-dumpling-house-new-york-3?osq=Chinese+restaurants
590,http://www.yelp.com/biz/som-bo-new-york-2?osq=Chinese+restaurants
591,http://www.yelp.com/biz/bang-chengdu-street-kitchen-new-york-2?osq=Chinese+restaurants
592,http://www.yelp.com/biz/hao-noodle-and-tea-by-madam-zhus-kitchen-new-york?osq=Chinese+restaurants
593,http://www.yelp.com/biz/calle-dao-chelsea-new-york?osq=Chinese+restaurants
594,http://www.yelp.com/biz/yangs-chinese-food-new-york?osq=Chinese+restaurants
595,http://www.yelp.com/biz/mokbar-new-york?osq=Chinese+restaurants
596,http://www.yelp.com/biz/co-ba-new-york?osq=Chinese+restaurants
597,http://www.yelp.com/biz/chelsea-golden-wok-new-york?osq=Chinese+restaurants
598,http://www.yelp.com/biz/jue-lan-club-new-york?osq=Chinese+restaurants
599,http://www.yelp.com/biz/christophers-golden-woks-new-york?osq=Chinese+restaurants
600,http://www.yelp.com/biz/new-legend-new-york-2?osq=Chinese+restaurants
601,http://www.yelp.com/biz/philippe-by-philippe-chow-new-york-2?osq=Chinese+restaurants
602,http://www.yelp.com/biz/redfarm-new-york?osq=Chinese+restaurants
603,http://www.yelp.com/biz/sammys-noodle-shop-and-grill-new-york?osq=Chinese+restaurants
604,http://www.yelp.com/biz/shanghai-bun-matawan-4?osq=Chinese+restaurants
605,http://www.yelp.com/biz/catch-nyc-new-york?osq=Chinese+restaurants
606,http://www.yelp.com/biz/chinese-fast-wok-eat-in-and-take-out-new-york?osq=Chinese+restaurants
607,http://www.yelp.com/biz/south-of-the-clouds-new-york?osq=Chinese+restaurants
608,http://www.yelp.com/biz/chop-shop-new-york?osq=Chinese+restaurants
609,http://www.yelp.com/biz/new-dynasty-chinese-restaurant-new-york?osq=Chinese+restaurants
610,http://www.yelp.com/biz/perry-st-new-york?osq=Chinese+restaurants
611,http://www.yelp.com/biz/pad-thai-noodle-lounge-new-york-2?osq=Chinese+restaurants
612,http://www.yelp.com/biz/flip-sigi-new-york-2?osq=Chinese+restaurants
613,http://www.yelp.com/biz/pinto-garden-new-york-3?osq=Chinese+restaurants
614,http://www.yelp.com/biz/panda-express-new-york-8?osq=Chinese+restaurants
615,http://www.yelp.com/biz/dun-huang-grand-central-new-york-4?osq=Chinese+restaurants
616,http://www.yelp.com/biz/hunan-manor-new-york?osq=Chinese+restaurants
617,http://www.yelp.com/biz/caf%C3%A9-china-new-york-2?osq=Chinese+restaurants
618,http://www.yelp.com/biz/little-alley-new-york?osq=Chinese+restaurants
619,http://www.yelp.com/biz/yaso-tangbao-new-york?osq=Chinese+restaurants
620,http://www.yelp.com/biz/zest-szechuan-new-york?osq=Chinese+restaurants
621,http://www.yelp.com/biz/xian-famous-foods-new-york-6?osq=Chinese+restaurants
622,http://www.yelp.com/biz/xian-famous-foods-new-york-14?osq=Chinese+restaurants
623,http://www.yelp.com/biz/tangra-new-york?osq=Chinese+restaurants
624,http://www.yelp.com/biz/spice-symphony-new-york?osq=Chinese+restaurants
625,http://www.yelp.com/biz/radiance-new-york-2?osq=Chinese+restaurants
626,http://www.yelp.com/biz/jasmine-restaurant-new-york?osq=Chinese+restaurants
627,http://www.yelp.com/biz/wu-liang-ye-new-york?osq=Chinese+restaurants
628,http://www.yelp.com/biz/spice-symphony-new-york-3?osq=Chinese+restaurants
629,http://www.yelp.com/biz/savour-sichuan-new-york?osq=Chinese+restaurants
630,http://www.yelp.com/biz/evergreen-on-38-new-york?osq=Chinese+restaurants
631,http://www.yelp.com/biz/sachi-asian-bistro-new-york?osq=Chinese+restaurants
632,http://www.yelp.com/biz/la-vie-en-szechuan-new-york-2?osq=Chinese+restaurants
633,http://www.yelp.com/biz/hop-won-restaurant-new-york?osq=Chinese+restaurants
634,http://www.yelp.com/biz/lan-sheng-restaurant-new-york?osq=Chinese+restaurants
635,http://www.yelp.com/biz/zh%C3%A0-pan-asian-new-york-4?osq=Chinese+restaurants
636,http://www.yelp.com/biz/hong-kong-food-town-new-york?osq=Chinese+restaurants
637,http://www.yelp.com/biz/profit-chinese-restaurant-ii-new-york?osq=Chinese+restaurants
638,http://www.yelp.com/biz/m%C3%A1l%C3%A0-project-new-york-3?osq=Chinese+restaurants
639,http://www.yelp.com/biz/burp-bowl-cafe-new-york-6?osq=Chinese+restaurants
640,http://www.yelp.com/biz/peking-duck-house-new-york-2?osq=Chinese+restaurants
641,http://www.yelp.com/biz/mapo-tofu-new-york?osq=Chinese+restaurants
642,http://www.yelp.com/biz/little-tong-noodle-shop-new-york-5?osq=Chinese+restaurants
643,http://www.yelp.com/biz/auntie-guans-kitchen-new-york-4?osq=Chinese+restaurants
644,http://www.yelp.com/biz/radiance-new-york-2?osq=Chinese+restaurants
645,http://www.yelp.com/biz/jasmine-restaurant-new-york?osq=Chinese+restaurants
646,http://www.yelp.com/biz/wu-liang-ye-new-york?osq=Chinese+restaurants
647,http://www.yelp.com/biz/spice-symphony-new-york-3?osq=Chinese+restaurants
648,http://www.yelp.com/biz/savour-sichuan-new-york?osq=Chinese+restaurants
649,http://www.yelp.com/biz/evergreen-on-38-new-york?osq=Chinese+restaurants
650,http://www.yelp.com/biz/sachi-asian-bistro-new-york?osq=Chinese+restaurants
651,http://www.yelp.com/biz/la-vie-en-szechuan-new-york-2?osq=Chinese+restaurants
652,http://www.yelp.com/biz/hop-won-restaurant-new-york?osq=Chinese+restaurants
653,http://www.yelp.com/biz/lan-sheng-restaurant-new-york?osq=Chinese+restaurants
654,http://www.yelp.com/biz/zh%C3%A0-pan-asian-new-york-4?osq=Chinese+restaurants
655,http://www.yelp.com/biz/hong-kong-food-town-new-york?osq=Chinese+restaurants
656,http://www.yelp.com/biz/profit-chinese-restaurant-ii-new-york?osq=Chinese+restaurants
657,http://www.yelp.com/biz/m%C3%A1l%C3%A0-project-new-york-3?osq=Chinese+restaurants
658,http://www.yelp.com/biz/burp-bowl-cafe-new-york-6?osq=Chinese+restaurants
